,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,HOUSING20,POP20,geometry,len,west_cv,seconds,weight,call_count
1920,6,73,12700,3000,060730127003000,Block 3000,G5040,U,78661.0,U,S,121839,0,32.6382813,-117.0855165,363,837,"POLYGON ((-117.088058 32.639014, -117.087241 32.639235, -117.086972 32.63931, -117.086512 32.639442, -117.086169 32.639535, -117.085971 32.639597, -117.084795 32.63991, -117.084656 32.639949, -117.083982 32.640144, -117.083914 32.639975, -117.083713 32.63947, -117.083646 32.639302, -117.083581 32.639128, -117.083387 32.638607, -117.083353 32.638515, -117.083321 32.638435, -117.08325 32.638258, -117.08304 32.637729, -117.08297 32.637553, -117.083277 32.637468, -117.084201 32.637214, -117.084509 32.63713, -117.084714 32.637071, -117.08533 32.636896, -117.085536 32.63684, -117.085699 32.636792, -117.086191 32.636654, -117.086355 32.636609, -117.086493 32.636571, -117.08691 32.636459, -117.087049 32.636423, -117.087185 32.63677, -117.087594 32.637811, -117.087731 32.638158, -117.087796 32.638329, -117.087992 32.638841, -117.088058 32.639014))",15,True,73782.0,0.6055696451875016,2384.0
1840,6,73,12501,2000,060730125012000,Block 2000,G5040,U,78661.0,U,S,120684,0,32.6322539,-117.0916407,400,1382,"POLYGON ((-117.09376 32.633577, -117.093536 32.63364, -117.093461 32.633661, -117.093311 32.633702, -117.092932 32.633808, -117.092864 32.633826, -117.092715 32.633867, -117.092333 32.633972, -117.092126 32.63403, -117.091191 32.6343, -117.090811 32.63441, -117.090775 32.634318, -117.090669 32.634045, -117.090634 32.633955, -117.0906 32.633868, -117.090501 32.633611, -117.090468 32.633525, -117.0904 32.633356, -117.090298 32.633103, -117.090198 32.632852, -117.090132 32.632686, -117.090097 32.632599, -117.089993 32.632344, -117.089959 32.632259, -117.08995 32.632238, -117.089923 32.632174, -117.089915 32.632155, -117.089889 32.632092, -117.089814 32.631907, -117.089789 32.631845, -117.089721 32.631666, -117.089626 32.631414, -117.089521 32.631127, -117.089456 32.630948, -117.089773 32.63086, -117.090727 32.630595, -117.091046 32.630509, -117.091206 32.630463, -117.091685 32.630328, -117.091846 32.630283, -117.091974 32.630248, -117.092359 32.630145, -117.092488 32.630111, -117.092527 32.630215, -117.092645 32.630532, -117.092685 32.630638, -117.092915 32.63122, -117.093605 32.632973, -117.093836 32.633557, -117.09376 32.633577))",15,True,79174.0,0.6560438831990985,975.0
1112,6,73,12502,2000,060730125022000,Block 2000,G5040,U,78661.0,U,S,160737,0,32.6390209,-117.0948457,609,1563,"POLYGON ((-117.097538 32.640183, -117.097426 32.640213, -117.09709 32.640304, -117.096979 32.640336, -117.096692 32.640414, -117.096605 32.640439, -117.095834 32.640656, -117.095549 32.640738, -117.095139 32.640853, -117.09464 32.640993, -117.094395 32.641062, -117.094043 32.641161, -117.093913 32.641199, -117.093504 32.641316, -117.093365 32.64097, -117.093245 32.640669, -117.092957 32.639932, -117.092822 32.639586, -117.092492 32.638695, -117.092467 32.638633, -117.092393 32.638449, -117.092369 32.638388, -117.092328 32.638281, -117.092206 32.637963, -117.092166 32.637859, -117.09297 32.637632, -117.094994 32.637064, -117.095385 32.636951, -117.096189 32.636721, -117.09626 32.636906, -117.096473 32.637462, -117.096546 32.637647, -117.096612 32.637814, -117.096811 32.638318, -117.096862 32.638448, -117.096873 32.638489, -117.096973 32.638739, -117.097192 32.639311, -117.097264 32.639494, -117.097364 32.639745, -117.097398 32.639832, -117.097503 32.640095, -117.097538 32.640183))",15,True,83036.0,0.5165954322900141,1646.0
367,6,73,13103,2011,060730131032011,Block 2011,G5040,U,78661.0,U,S,240386,0,32.607625,-117.0836725,0,9,"POLYGON ((-117.08723 32.608618, -117.087105 32.608654, -117.086732 32.608766, -117.086608 32.608804, -117.086385 32.60886, -117.086074 32.608942, -117.08572 32.609051, -117.085501 32.609119, -117.085288 32.609174, -117.08497 32.609257, -117.08465 32.609343, -117.084438 32.609401, -117.084226 32.609462, -117.083907 32.609559, -117.083589 32.609641, -117.083376 32.609697, -117.08318 32.609751, -117.082593 32.609915, -117.082398 32.60997, -117.082194 32.610024, -117.081902 32.610103, -117.081583 32.610193, -117.081381 32.610252, -117.081104 32.609566, -117.080274 32.607508, -117.079998 32.606823, -117.081173 32.606491, -117.082431 32.606137, -117.084701 32.605497, -117.085487 32.605276, -117.085424 32.60504, -117.085147 32.60458, -117.084965 32.604208, -117.084945 32.603844, -117.085118 32.603862, -117.085263 32.603877, -117.085383 32.60389, -117.08548 32.604141, -117.085774 32.604895, -117.085872 32.605147, -117.086142 32.60584, -117.086953 32.607926, -117.087212 32.608592, -117.08723 32.608618))",15,True,98694.0,0.41056467514747114,2339.0
1484,6,73,13319,2021,060730133192021,Block 2021,G5040,U,78661.0,U,S,170478,0,32.6184122,-116.9695847,0,1,"POLYGON ((-116.971142 32.619632, -116.97111 32.620365, -116.971108 32.620682, -116.971018 32.620706, -116.970574 32.620807, -116.970422 32.620835, -116.970125 32.620892, -116.969985 32.620914, -116.969787 32.620947, -116.969333 32.621007, -116.968876 32.621051, -116.96808 32.62107, -116.967319 32.62106, -116.967346 32.620314, -116.967462 32.61986, -116.967548 32.619661, -116.967668 32.619415, -116.967903 32.619066, -116.968449 32.618261, -116.968647 32.617831, -116.968799 32.617388, -116.968891 32.616932, -116.968926 32.616419, -116.968895 32.615954, -116.968696 32.615188, -116.96886 32.615109, -116.969002 32.61508, -116.969185 32.615069, -116.969481 32.615046, -116.969783 32.61504, -116.970143 32.615028, -116.970436 32.614993, -116.970642 32.614958, -116.970842 32.615679, -116.97095 32.616104, -116.971031 32.616533, -116.971067 32.616802, -116.971096 32.617072, -116.971117 32.617343, -116.97113 32.617613, -116.971136 32.618029, -116.971135 32.61815, -116.971142 32.619632))",15,False,108423.0,0.6359940872135994,211.0
1196,6,73,13103,2012,060730131032012,Block 2012,G5040,U,78661.0,U,S,156980,0,32.6048422,-117.0818311,3,21,"POLYGON ((-117.085487 32.605276, -117.084701 32.605497, -117.082431 32.606137, -117.081173 32.606491, -117.079998 32.606823, -117.07993 32.606648, -117.079729 32.606129, -117.079662 32.605956, -117.079591 32.605772, -117.079585 32.605757, -117.079386 32.60522, -117.079318 32.605036, -117.079255 32.604883, -117.079068 32.604425, -117.079006 32.604274, -117.078993 32.604242, -117.078955 32.604146, -117.078943 32.604115, -117.078925 32.60407, -117.078871 32.603937, -117.078853 32.603893, -117.078811 32.603786, -117.078685 32.603467, -117.078644 32.603361, -117.078843 32.603315, -117.078988 32.603301, -117.079118 32.603304, -117.079247 32.60332, -117.079588 32.603355, -117.079995 32.603398, -117.081438 32.603537, -117.082434 32.603627, -117.083384 32.603714, -117.083518 32.603726, -117.083924 32.603749, -117.08406 32.603759, -117.08421 32.603769, -117.084324 32.60378, -117.084945 32.603844, -117.084965 32.604208, -117.085147 32.60458, -117.085424 32.60504, -117.085487 32.605276))",15,True,117418.0,0.7479806344757294,2714.0
387,6,73,13102,2001,060730131022001,Block 2001,G5040,U,78661.0,U,S,162177,0,32.61484,-117.0718154,516,1466,"POLYGON ((-117.074527 32.615993, -117.074092 32.616112, -117.072787 32.616472, -117.072518 32.616547, -117.072353 32.616595, -117.072151 32.616653, -117.071864 32.616738, -117.071638 32.616804, -117.071547 32.61683, -117.071486 32.616848, -117.071346 32.616888, -117.071167 32.616937, -117.070631 32.617088, -117.070453 32.617139, -117.070255 32.616639, -117.069984 32.615955, -117.069671 32.615139, -117.06948 32.614639, -117.069406 32.614448, -117.069187 32.613875, -117.069115 32.613685, -117.069467 32.613585, -117.070524 32.61329, -117.070877 32.613192, -117.071337 32.613062, -117.072716 32.612675, -117.073177 32.612547, -117.073224 32.612665, -117.073365 32.61302, -117.073413 32.613139, -117.073468 32.61328, -117.073636 32.613703, -117.073692 32.613844, -117.073719 32.613914, -117.073801 32.614126, -117.073829 32.614197, -117.073866 32.614293, -117.073977 32.614583, -117.074015 32.61468, -117.074042 32.614749, -117.074123 32.614958, -117.074151 32.615028, -117.074226 32.615221, -117.074451 32.6158, -117.074527 32.615993))",15,True,125468.0,0.7736485444915123,422.0
646,6,73,13327,3000,060730133273000,Block 3000,G5040,U,78661.0,U,S,420746,0,32.6209178,-117.0233992,454,1375,"POLYGON ((-117.027548 32.621749, -117.027548 32.621801, -117.027537 32.621952, -117.027504 32.622142, -117.02745 32.622329, -117.027387 32.622486, -117.027374 32.622509, -117.027307 32.622643, -117.027208 32.6228, -117.027094 32.62295, -117.026965 32.623092, -117.026846 32.623204, -117.026318 32.623667, -117.026145 32.62383, -117.02603 32.623955, -117.02592 32.624107, -117.025906 32.62413, -117.025827 32.624268, -117.02559 32.624793, -117.024628 32.624384, -117.024436 32.624304, -117.023526 32.623921, -117.023279 32.623826, -117.022977 32.623724, -117.02267 32.623636, -117.022274 32.62354, -117.022214 32.623525, -117.021897 32.623466, -117.021783 32.623451, -117.021657 32.623435, -117.021576 32.623425, -117.021268 32.623403, -117.020852 32.623385, -117.020615 32.623373, -117.020603 32.622705, -117.020602 32.622603, -117.020585 32.622393, -117.020539 32.622132, -117.020513 32.622029, -117.020467 32.621876, -117.02041 32.621725, -117.020345 32.621576, -117.020297 32.621479, -117.020214 32.621332, -117.020096 32.621152, -117.019894 32.620877, -117.019701 32.620613, -117.019583 32.620427, -117.019525 32.620323, -117.019435 32.620137, -117.019348 32.619917, -117.018863 32.618679, -117.018727 32.618331, -117.018722 32.618318, -117.022171 32.617378, -117.022315 32.617468, -117.022992 32.617795, -117.023049 32.617871, -117.023133 32.617955, -117.023218 32.618019, -117.023531 32.618195, -117.02371 32.618304, -117.023966 32.618459, -117.024171 32.61859, -117.02484 32.618982, -117.025023 32.619055, -117.025157 32.619096, -117.025278 32.61912, -117.025435 32.619134, -117.025602 32.619132, -117.025762 32.619114, -117.02592 32.619079, -117.026155 32.61902, -117.02625 32.618997, -117.02632 32.618986, -117.026497 32.618969, -117.026692 32.618969, -117.027039 32.619005, -117.027033 32.619043, -117.027014 32.619232, -117.027013 32.619404, -117.027024 32.619525, -117.027034 32.619617, -117.027073 32.619799, -117.027183 32.620332, -117.027424 32.621037, -117.027469 32.621166, -117.027515 32.621354, -117.027542 32.621545, -117.027545 32.621595, -117.027548 32.621622, -117.027548 32.621749), (-117.021602 32.620449, -117.021544 32.620278, -117.021541 32.620268, -117.021441 32.620042, -117.021246 32.620108, -117.021221 32.620117, -117.0208 32.620239, -117.020721 32.620275, -117.020665 32.620308, -117.020646 32.62032, -117.020587 32.620367, -117.020508 32.620439, -117.020529 32.620458, -117.020594 32.620517, -117.020616 32.620538, -117.020662 32.620586, -117.020669 32.620593, -117.020825 32.620764, -117.020878 32.620821, -117.021032 32.620747, -117.021113 32.620713, -117.021153 32.620697, -117.021511 32.620589, -117.021558 32.620561, -117.021585 32.620528, -117.0216 32.620496, -117.021602 32.620449))",15,False,135438.0,0.3218996734371806,200.0
1223,6,73,13102,2000,060730131022000,Block 2000,G5040,U,78661.0,U,S,162702,0,32.6182878,-117.0731641,326,862,"POLYGON ((-117.075881 32.619439, -117.075064 32.619667, -117.072613 32.620359, -117.071797 32.62059, -117.071717 32.620384, -117.071528 32.619898, -117.071135 32.618889, -117.070721 32.617829, -117.070453 32.617139, -117.070631 32.617088, -117.071167 32.616937, -117.071346 32.616888, -117.071486 32.616848, -117.071547 32.61683, -117.071638 32.616804, -117.071864 32.616738, -117.072151 32.616653, -117.072353 32.616595, -117.072518 32.616547, -117.072787 32.616472, -117.074092 32.616112, -117.074527 32.615993, -117.074627 32.616245, -117.074929 32.617008, -117.07503 32.617262, -117.075101 32.617447, -117.075228 32.617774, -117.075317 32.618004, -117.075389 32.618192, -117.075487 32.61844, -117.075782 32.619189, -117.075881 32.619439))",15,True,346094.0,2.127165001044855,417.0
1787,6,73,12302,1013,060730123021013,Block 1013,G5040,U,78661.0,U,S,19496,0,32.6399935,-117.0828161,130,307,"POLYGON ((-117.083982 32.640144, -117.082001 32.640689, -117.08196 32.640701, -117.08196 32.640589, -117.081932 32.640521, -117.081722 32.640006, -117.081653 32.639835, -117.082051 32.639727, -117.083247 32.639408, -117.083646 32.639302, -117.083713 32.63947, -117.083914 32.639975, -117.083982 32.640144))",15,True,353007.0,18.10663725892491,65.0
