,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,HOUSING20,POP20,geometry,len,west_cv,seconds,weight,call_count
1586,6,73,12502,2001,060730125022001,Block 2001,G5040,U,78661.0,U,S,70253,0,32.638208,-117.0977416,1,21,"POLYGON ((-117.099247 32.639699, -117.099193 32.639713, -117.09895 32.639777, -117.098881 32.639797, -117.098778 32.639828, -117.09853 32.639901, -117.098118 32.640025, -117.097786 32.640115, -117.097538 32.640183, -117.097503 32.640095, -117.097398 32.639832, -117.097364 32.639745, -117.097264 32.639494, -117.097192 32.639311, -117.096973 32.638739, -117.096873 32.638489, -117.096862 32.638448, -117.096811 32.638318, -117.096612 32.637814, -117.096546 32.637647, -117.096473 32.637462, -117.09626 32.636906, -117.096189 32.636721, -117.096542 32.636628, -117.096649 32.6366, -117.097596 32.636328, -117.097948 32.636228, -117.097948 32.636239, -117.098214 32.63692, -117.098373 32.637325, -117.099027 32.638993, -117.099298 32.639686, -117.099247 32.639699))",15,True,44718.0,0.6365279774529201,2258.0
367,6,73,13103,2011,060730131032011,Block 2011,G5040,U,78661.0,U,S,240386,0,32.607625,-117.0836725,0,9,"POLYGON ((-117.08723 32.608618, -117.087105 32.608654, -117.086732 32.608766, -117.086608 32.608804, -117.086385 32.60886, -117.086074 32.608942, -117.08572 32.609051, -117.085501 32.609119, -117.085288 32.609174, -117.08497 32.609257, -117.08465 32.609343, -117.084438 32.609401, -117.084226 32.609462, -117.083907 32.609559, -117.083589 32.609641, -117.083376 32.609697, -117.08318 32.609751, -117.082593 32.609915, -117.082398 32.60997, -117.082194 32.610024, -117.081902 32.610103, -117.081583 32.610193, -117.081381 32.610252, -117.081104 32.609566, -117.080274 32.607508, -117.079998 32.606823, -117.081173 32.606491, -117.082431 32.606137, -117.084701 32.605497, -117.085487 32.605276, -117.085424 32.60504, -117.085147 32.60458, -117.084965 32.604208, -117.084945 32.603844, -117.085118 32.603862, -117.085263 32.603877, -117.085383 32.60389, -117.08548 32.604141, -117.085774 32.604895, -117.085872 32.605147, -117.086142 32.60584, -117.086953 32.607926, -117.087212 32.608592, -117.08723 32.608618))",15,True,98694.0,0.41056467514747114,2339.0
1585,6,73,12600,1004,060730126001004,Block 1004,G5040,U,78661.0,U,S,95482,0,32.6288928,-117.0899708,88,264,"POLYGON ((-117.091685 32.630328, -117.091206 32.630463, -117.091046 32.630509, -117.090727 32.630595, -117.089773 32.63086, -117.089456 32.630948, -117.089178 32.630263, -117.089096 32.63006, -117.088637 32.628901, -117.088368 32.628203, -117.088104 32.627514, -117.088322 32.627449, -117.088977 32.627256, -117.089196 32.627193, -117.0893 32.627164, -117.089612 32.62708, -117.089717 32.627052, -117.089874 32.627009, -117.090347 32.62688, -117.090505 32.626838, -117.090769 32.627527, -117.091105 32.628401, -117.091575 32.629595, -117.091846 32.630283, -117.091685 32.630328))",15,True,25859.0,0.27082591483211493,2358.0
1920,6,73,12700,3000,060730127003000,Block 3000,G5040,U,78661.0,U,S,121839,0,32.6382813,-117.0855165,363,837,"POLYGON ((-117.088058 32.639014, -117.087241 32.639235, -117.086972 32.63931, -117.086512 32.639442, -117.086169 32.639535, -117.085971 32.639597, -117.084795 32.63991, -117.084656 32.639949, -117.083982 32.640144, -117.083914 32.639975, -117.083713 32.63947, -117.083646 32.639302, -117.083581 32.639128, -117.083387 32.638607, -117.083353 32.638515, -117.083321 32.638435, -117.08325 32.638258, -117.08304 32.637729, -117.08297 32.637553, -117.083277 32.637468, -117.084201 32.637214, -117.084509 32.63713, -117.084714 32.637071, -117.08533 32.636896, -117.085536 32.63684, -117.085699 32.636792, -117.086191 32.636654, -117.086355 32.636609, -117.086493 32.636571, -117.08691 32.636459, -117.087049 32.636423, -117.087185 32.63677, -117.087594 32.637811, -117.087731 32.638158, -117.087796 32.638329, -117.087992 32.638841, -117.088058 32.639014))",15,True,73782.0,0.6055696451875016,2384.0
1111,6,73,12501,1000,060730125011000,Block 1000,G5040,U,78661.0,U,S,230526,0,32.6353203,-117.0943743,839,1802,"POLYGON ((-117.097948 32.636228, -117.097596 32.636328, -117.096649 32.6366, -117.096542 32.636628, -117.096189 32.636721, -117.095385 32.636951, -117.094994 32.637064, -117.09297 32.637632, -117.092166 32.637859, -117.092085 32.637658, -117.091886 32.637165, -117.091844 32.637057, -117.091766 32.636856, -117.091732 32.636767, -117.091667 32.636598, -117.091633 32.636507, -117.0916 32.63642, -117.09159 32.636395, -117.091562 32.636325, -117.091553 32.636302, -117.091545 32.63628, -117.091521 32.636218, -117.091513 32.636198, -117.091503 32.636173, -117.091489 32.636139, -117.091475 32.636103, -117.091466 32.63608, -117.091402 32.635917, -117.091213 32.635432, -117.09115 32.635271, -117.091082 32.635098, -117.090878 32.634582, -117.090811 32.63441, -117.091191 32.6343, -117.092126 32.63403, -117.092333 32.633972, -117.092715 32.633867, -117.092864 32.633826, -117.092932 32.633808, -117.093311 32.633702, -117.093461 32.633661, -117.093536 32.63364, -117.09376 32.633577, -117.093836 32.633557, -117.093937 32.633528, -117.09424 32.63344, -117.094342 32.633413, -117.094455 32.633381, -117.094795 32.633285, -117.094909 32.633254, -117.094975 32.633235, -117.095175 32.633178, -117.095242 32.63316, -117.09529 32.633145, -117.095433 32.633103, -117.095482 32.633089, -117.095554 32.633068, -117.095772 32.633004, -117.095845 32.632985, -117.095886 32.632973, -117.09601 32.632937, -117.096052 32.632926, -117.096156 32.632896, -117.09647 32.632809, -117.096575 32.632781, -117.096614 32.63288, -117.096733 32.633177, -117.096773 32.633277, -117.096839 32.633443, -117.097038 32.633944, -117.097105 32.634111, -117.097273 32.634534, -117.097779 32.635804, -117.097948 32.636228))",15,True,72887.0,0.3161769171373294,2434.0
691,6,73,13323,2000,060730133232000,Block 2000,G5040,U,78661.0,U,S,396437,0,32.6360017,-116.9856798,304,1015,"POLYGON ((-116.990459 32.638828, -116.990094 32.639009, -116.98985 32.639118, -116.989736 32.63917, -116.989326 32.639337, -116.989219 32.639377, -116.988802 32.639548, -116.988361 32.639731, -116.987978 32.63989, -116.987355 32.640149, -116.98659 32.640464, -116.985052 32.641099, -116.984626 32.639999, -116.984582 32.6399, -116.984563 32.639832, -116.984527 32.639714, -116.984424 32.639445, -116.984258 32.639033, -116.984139 32.638673, -116.984068 32.638653, -116.984044 32.638637, -116.983993 32.638606, -116.983953 32.638562, -116.983937 32.638523, -116.983933 32.638479, -116.983945 32.638317, -116.983941 32.638249, -116.983921 32.638194, -116.983866 32.638131, -116.983846 32.638079, -116.983842 32.638008, -116.983823 32.637945, -116.983787 32.637858, -116.98368 32.637616, -116.983609 32.637462, -116.983546 32.637308, -116.983514 32.637193, -116.983458 32.636987, -116.983435 32.636912, -116.983407 32.636853, -116.983356 32.636789, -116.983324 32.636726, -116.98328 32.636639, -116.983241 32.636524, -116.983193 32.63633, -116.983102 32.636065, -116.983023 32.635891, -116.982944 32.635744, -116.982897 32.63561, -116.982853 32.635531, -116.982813 32.635503, -116.982746 32.635487, -116.982691 32.635471, -116.982675 32.635456, -116.982655 32.635408, -116.982655 32.635333, -116.982675 32.63527, -116.982695 32.635218, -116.982703 32.635159, -116.982691 32.63508, -116.982649 32.634975, -116.982627 32.634917, -116.982568 32.634767, -116.982323 32.634074, -116.982069 32.633319, -116.982042 32.633192, -116.98199 32.63303, -116.981951 32.632958, -116.981828 32.632848, -116.981808 32.632808, -116.981788 32.632693, -116.981777 32.632622, -116.981777 32.632555, -116.981788 32.632507, -116.981844 32.632404, -116.981939 32.632309, -116.982398 32.632112, -116.982434 32.631949, -116.982491 32.631534, -116.982646 32.631559, -116.983183 32.631641, -116.984794 32.631889, -116.985331 32.631972, -116.985882 32.632056, -116.987535 32.632311, -116.988086 32.632396, -116.98795 32.633037, -116.987904 32.633322, -116.987875 32.633609, -116.987866 32.633823, -116.987864 32.633888, -116.987871 32.634184, -116.987896 32.634471, -116.987939 32.634757, -116.987997 32.635031, -116.988077 32.63532, -116.988154 32.63555, -116.988283 32.635868, -116.988412 32.636135, -116.988556 32.636395, -116.988717 32.636649, -116.988893 32.636895, -116.989541 32.63771, -116.99022 32.638564, -116.990241 32.638591, -116.990459 32.638828), (-116.98832 32.637591, -116.988113 32.637286, -116.988044 32.637184, -116.987974 32.637081, -116.987765 32.636772, -116.987696 32.63667, -116.987628 32.636571, -116.987427 32.636277, -116.987401 32.636239, -116.987362 32.63621, -116.98734 32.636201, -116.987294 32.63619, -116.987243 32.636191, -116.987027 32.636249, -116.986097 32.636508, -116.985788 32.636594, -116.985821 32.63668, -116.985923 32.636938, -116.985957 32.637025, -116.985592 32.637127, -116.984971 32.637302, -116.984816 32.637361, -116.984669 32.637434, -116.984542 32.637512, -116.984531 32.637518, -116.984286 32.637688, -116.984255 32.637729, -116.984245 32.637757, -116.984242 32.637783, -116.98425 32.637829, -116.984308 32.637917, -116.984602 32.638365, -116.9847 32.638516, -116.984728 32.638504, -116.98487 32.638433, -116.985003 32.638351, -116.985404 32.638107, -116.985526 32.638046, -116.98568 32.637984, -116.985932 32.637909, -116.986264 32.637813, -116.986326 32.637971, -116.986513 32.638452, -116.986576 32.638612, -116.986664 32.638568, -116.986928 32.638443, -116.987011 32.638391, -116.987132 32.638295, -116.987452 32.638048, -116.987501 32.638018, -116.987529 32.638002, -116.987641 32.637954, -116.987788 32.637895, -116.987939 32.637839, -116.988238 32.637743, -116.988389 32.637695, -116.98832 32.637591), (-116.987126 32.635306, -116.987111 32.635268, -116.986971 32.634901, -116.986968 32.634891, -116.986938 32.634775, -116.986906 32.634641, -116.986812 32.634242, -116.986805 32.634209, -116.986782 32.634173, -116.986745 32.634142, -116.986735 32.634137, -116.986684 32.63412, -116.986627 32.634118, -116.986598 32.634124, -116.986478 32.634157, -116.985715 32.634369, -116.985461 32.634442, -116.985513 32.634576, -116.985671 32.63498, -116.985724 32.635115, -116.985772 32.635239, -116.985919 32.63561, -116.985932 32.635644, -116.985965 32.635681, -116.986007 32.635706, -116.986051 32.635718, -116.986108 32.635718, -116.986233 32.635682, -116.986908 32.635494, -116.987032 32.63546, -116.987079 32.635433, -116.987112 32.635394, -116.987127 32.635355, -116.987126 32.635306), (-116.987088 32.632975, -116.987081 32.632951, -116.987054 32.632912, -116.987016 32.632884, -116.986978 32.632868, -116.986479 32.632741, -116.985814 32.632552, -116.985781 32.632547, -116.985747 32.632549, -116.985707 32.63256, -116.985671 32.632578, -116.98564 32.632606, -116.985624 32.632629, -116.985615 32.632654, -116.985544 32.632986, -116.985538 32.633016, -116.985423 32.633553, -116.985427 32.633591, -116.985438 32.633614, -116.985458 32.633644, -116.985478 32.633662, -116.985526 32.633687, -116.985565 32.633693, -116.985581 32.633696, -116.985638 32.633689, -116.986018 32.633575, -116.986169 32.633532, -116.986271 32.633501, -116.986409 32.633461, -116.986577 32.633411, -116.986679 32.633381, -116.986817 32.63334, -116.986856 32.63332, -116.986899 32.633289, -116.986935 32.633252, -116.987069 32.633069, -116.98709 32.633018, -116.987088 32.632975))",15,False,8745.0,0.022058990457500184,2591.0
1196,6,73,13103,2012,060730131032012,Block 2012,G5040,U,78661.0,U,S,156980,0,32.6048422,-117.0818311,3,21,"POLYGON ((-117.085487 32.605276, -117.084701 32.605497, -117.082431 32.606137, -117.081173 32.606491, -117.079998 32.606823, -117.07993 32.606648, -117.079729 32.606129, -117.079662 32.605956, -117.079591 32.605772, -117.079585 32.605757, -117.079386 32.60522, -117.079318 32.605036, -117.079255 32.604883, -117.079068 32.604425, -117.079006 32.604274, -117.078993 32.604242, -117.078955 32.604146, -117.078943 32.604115, -117.078925 32.60407, -117.078871 32.603937, -117.078853 32.603893, -117.078811 32.603786, -117.078685 32.603467, -117.078644 32.603361, -117.078843 32.603315, -117.078988 32.603301, -117.079118 32.603304, -117.079247 32.60332, -117.079588 32.603355, -117.079995 32.603398, -117.081438 32.603537, -117.082434 32.603627, -117.083384 32.603714, -117.083518 32.603726, -117.083924 32.603749, -117.08406 32.603759, -117.08421 32.603769, -117.084324 32.60378, -117.084945 32.603844, -117.084965 32.604208, -117.085147 32.60458, -117.085424 32.60504, -117.085487 32.605276))",15,True,117418.0,0.7479806344757294,2714.0
1317,6,73,13414,4005,060730134144005,Block 4005,G5040,U,78661.0,U,S,56189,0,32.6299216,-117.0195071,68,240,"POLYGON ((-117.021326 32.630478, -117.021148 32.630502, -117.020616 32.630581, -117.020439 32.630607, -117.020106 32.630654, -117.019109 32.6308, -117.018826 32.630842, -117.018777 32.630849, -117.018574 32.630876, -117.018504 32.630886, -117.018213 32.630908, -117.017964 32.630913, -117.01793 32.630914, -117.01776 32.63091, -117.017777 32.630741, -117.017828 32.630235, -117.017831 32.630215, -117.017853 32.630089, -117.017857 32.630068, -117.017908 32.629875, -117.017975 32.629684, -117.018055 32.629504, -117.018127 32.629369, -117.01815 32.629329, -117.018251 32.629157, -117.018378 32.629198, -117.018464 32.629215, -117.018517 32.629226, -117.018662 32.629238, -117.018776 32.629236, -117.018881 32.629225, -117.019023 32.629196, -117.019119 32.629165, -117.01933 32.629097, -117.01951 32.629042, -117.02005 32.628881, -117.020091 32.628869, -117.020234 32.628842, -117.02029 32.628833, -117.020385 32.628825, -117.020436 32.628821, -117.020582 32.628826, -117.020841 32.628864, -117.020994 32.628881, -117.02096 32.629046, -117.020957 32.62906, -117.02094 32.629159, -117.020935 32.629297, -117.020948 32.62942, -117.020972 32.629528, -117.021 32.629598, -117.021051 32.629721, -117.02107 32.629768, -117.021131 32.629906, -117.02122 32.630107, -117.021257 32.630227, -117.021285 32.630332, -117.021326 32.630478))",15,False,1708.0,0.03039740874548399,2731.0
1078,6,73,13205,1000,060730132051000,Block 1000,G5040,U,78661.0,U,S,354830,0,32.6010064,-117.081135,320,996,"POLYGON ((-117.085263 32.603877, -117.085118 32.603862, -117.084945 32.603844, -117.084324 32.60378, -117.08421 32.603769, -117.08406 32.603759, -117.083924 32.603749, -117.083518 32.603726, -117.083384 32.603714, -117.082434 32.603627, -117.081438 32.603537, -117.079995 32.603398, -117.079588 32.603355, -117.079247 32.60332, -117.079118 32.603304, -117.078988 32.603301, -117.078843 32.603315, -117.078644 32.603361, -117.078563 32.603157, -117.078387 32.602706, -117.078323 32.602545, -117.078244 32.602341, -117.078113 32.602007, -117.077782 32.601158, -117.077722 32.601005, -117.077626 32.600759, -117.077592 32.600672, -117.077492 32.600417, -117.077192 32.599654, -117.077093 32.5994, -117.077021 32.599218, -117.076808 32.598672, -117.076737 32.59849, -117.07682 32.598489, -117.077069 32.598487, -117.077153 32.598487, -117.077253 32.598489, -117.077553 32.598495, -117.077653 32.598497, -117.078117 32.598497, -117.078802 32.598498, -117.079509 32.598491, -117.079974 32.598487, -117.080244 32.598487, -117.081054 32.598488, -117.081325 32.598489, -117.081835 32.59849, -117.082228 32.598491, -117.083114 32.59851, -117.083364 32.598509, -117.083875 32.598513, -117.083878 32.598589, -117.083927 32.598948, -117.083998 32.599466, -117.084152 32.600243, -117.084167 32.600317, -117.084252 32.600671, -117.084387 32.601228, -117.084425 32.601329, -117.085143 32.60325, -117.085383 32.60389, -117.085263 32.603877))",15,True,70295.0,0.19810895358340613,2856.0
340,6,73,13321,4002,060730133214002,Block 4002,G5040,U,78661.0,U,S,18855,0,32.629657,-116.9486245,28,133,"POLYGON ((-116.9496 32.630338, -116.949579 32.630378, -116.949538 32.630419, -116.949213 32.630609, -116.949088 32.630683, -116.949041 32.630696, -116.948983 32.630696, -116.948928 32.63068, -116.948887 32.630653, -116.948866 32.630631, -116.948725 32.63045, -116.947857 32.629331, -116.94783 32.629296, -116.947683 32.629086, -116.947592 32.628942, -116.947743 32.62887, -116.948198 32.628656, -116.94835 32.628587, -116.948418 32.6287, -116.948564 32.628914, -116.948577 32.628931, -116.949336 32.629913, -116.94959 32.630241, -116.949605 32.630289, -116.9496 32.630338))",15,False,429.0,0.02275258552108194,3111.0
