Incident No.,drone-incident-id,Description,drone-type,cfs-date,drone-date,Block Location,drone-address,Full FIPS (block),drone-FIPS,drone-id,FIPS_MATCH
210723L00061130,,Disturbance - General,Hot Team Assist,2021-07-23 09:07:29.223,2021-07-23 09:10:00,700 BLOCK ROCA RD,4800 Main St,060730134093003,060730133173050,d4d60a44f87ac03b18d75dfdbfa763b9,False
210723L00061131,,Ensure Safety of Fire and Medical Personnel,Hot Team Assist,2021-07-23 09:07:30.790,2021-07-23 09:10:00,2400 BLOCK LA COSTA AV,4800 Main St,060730133151000,060730133173050,d4d60a44f87ac03b18d75dfdbfa763b9,False
210723L00061129,,PR Contact,Hot Team Assist,2021-07-23 09:00:52.680,2021-07-23 09:10:00,CROSSROADS ST & DISCOVERY FALLS DR,4800 Main St,060730133214010,060730133173050,d4d60a44f87ac03b18d75dfdbfa763b9,False
210723L00061133,,School Resource Officer Call,Hot Team Assist,2021-07-23 09:26:41.253,2021-07-23 09:10:00,2400 BLOCK SCHOOL HOUSE RD,4800 Main St,060730133192009,060730133173050,d4d60a44f87ac03b18d75dfdbfa763b9,False
220905L00073818,CV2211700,Disturbance - General,Mental health evaluation ,2022-09-05 15:18:35.290,2022-09-05 15:00:00,300 BLOCK BROADWAY,300 Moss St,060730125011000,060730131022001,b262a80e17be756095bdc1076e287fdb,False
220905L00073817,CV2211700,Reckless Driver,Mental health evaluation ,2022-09-05 15:04:22.190,2022-09-05 15:00:00,MAIN ST & MELROSE AV,300 Moss St,060730133081002,060730131022001,b262a80e17be756095bdc1076e287fdb,False
220905L00073813,CV2211700,[Protected Call Type],Mental health evaluation ,2022-09-05 14:41:16.650,2022-09-05 15:00:00,300 BLOCK MOSS ST,300 Moss St,060730131022001,060730131022001,b262a80e17be756095bdc1076e287fdb,True
220905L00073815,CV2211700,[Protected Call Type],Mental health evaluation ,2022-09-05 14:48:07.430,2022-09-05 15:00:00,1200 BLOCK NACION AV,300 Moss St,060730133021012,060730131022001,b262a80e17be756095bdc1076e287fdb,False
220905L00073814,CV2211700,Death,Mental health evaluation ,2022-09-05 14:43:02.300,2022-09-05 15:00:00,400 BLOCK ALPINE AV,300 Moss St,060730128001004,060730131022001,b262a80e17be756095bdc1076e287fdb,False
230808L00067489,L067448,Other Incident,Warrant,2023-08-08 16:44:16.583,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067490,L067448,Lost/Stolen Plates,Warrant,2023-08-08 16:48:10.067,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067491,L067448,Reckless Driver,Warrant,2023-08-08 16:54:04.453,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067492,L067448,Disturbance - General,Warrant,2023-08-08 16:57:06.307,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067493,L067448,Disturbance - General,Warrant,2023-08-08 17:09:39.267,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067494,L067448,[Protected Call Type],Warrant,2023-08-08 17:15:00.590,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067497,L067448,Disturbance - General,Warrant,2023-08-08 17:16:50.800,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230808L00067496,L067448,Incident Follow Up,Warrant,2023-08-08 17:20:22.580,2023-08-08 17:02:00,,200 Rancho Dr,,060730133081002,4d204c5c095532aeb937c52d802b67c2,False
230406L00028684,,[Protected Call Type],,2023-04-06 01:24:11.683,2023-04-06 01:10:00,500 BLOCK MOSS ST,,060730131041000,,58cc09c4eb01ccaca6cdb5bf2553229e,False
230406L00028681,,Police Impound,,2023-04-06 00:52:51.857,2023-04-06 01:10:00,1100 BLOCK INDUSTRIAL BL,,060730131031000,,58cc09c4eb01ccaca6cdb5bf2553229e,False
230406L00028685,,Police Impound,,2023-04-06 01:26:40.637,2023-04-06 01:10:00,1100 BLOCK INDUSTRIAL BL,,060730131031000,,58cc09c4eb01ccaca6cdb5bf2553229e,False
210926L00081007,CVL81009,Incident Evaluation,Missing Person,2021-09-26 13:57:18.423,2021-09-26 14:04:00,500 BLOCK BROADWAY,1600 Loma Ln.,060730126001004,060730133072003,957d7996a306fa20e31008723a79e306,False
210926L00081006,CVL81009,[Protected Call Type],Missing Person,2021-09-26 13:53:55.317,2021-09-26 14:04:00,100 BLOCK E ST,1600 Loma Ln.,060730123042009,060730133072003,957d7996a306fa20e31008723a79e306,False
210926L00081011,CVL81009,Vandalism,Missing Person,2021-09-26 14:07:18.737,2021-09-26 14:04:00,600 BLOCK THIRD AV,1600 Loma Ln.,060730130001006,060730133072003,957d7996a306fa20e31008723a79e306,False
210926L00081010,CVL81009,Illegally Parked Vehicle,Missing Person,2021-09-26 14:06:45.917,2021-09-26 14:04:00,100 BLOCK TEENA DR,1600 Loma Ln.,060730133082003,060730133072003,957d7996a306fa20e31008723a79e306,False
230310L00020877,,Traffic Stop,,2023-03-10 14:45:26.313,2023-03-10 14:43:00,300 BLOCK FOURTH AV,751 Medical Center Ct,060730127003000,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020879,,Disturbance - General,,2023-03-10 14:48:08.867,2023-03-10 14:43:00,300 BLOCK FOURTH AV,751 Medical Center Ct,060730127003000,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020884,,Disturbance - General,,2023-03-10 14:57:29.957,2023-03-10 14:43:00,1100 BLOCK WOODS DR,751 Medical Center Ct,060730134251008,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020878,,Extra Patrol,,2023-03-10 14:47:17.820,2023-03-10 14:43:00,300 BLOCK TELEGRAPH CANYON RD,751 Medical Center Ct,060730133011004,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020881,,Fraud/Forgery,,2023-03-10 14:48:53.520,2023-03-10 14:43:00,1300 BLOCK EASTLAKE PW,751 Medical Center Ct,060730133214002,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020874,,Lost Property,,2023-03-10 14:35:10.357,2023-03-10 14:43:00,500 BLOCK MARINA PW,751 Medical Center Ct,060730134144005,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020866,,Incident Follow Up,,2023-03-10 14:26:10.167,2023-03-10 14:43:00,2400 BLOCK FENTON ST,751 Medical Center Ct,060730134243008,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020885,,Suspicious Person,,2023-03-10 14:55:44.493,2023-03-10 14:43:00,4200 BLOCK MAIN ST,751 Medical Center Ct,060730133081002,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020875,,Unknown Problem,,2023-03-10 14:37:17.487,2023-03-10 14:43:00,700 BLOCK PLAZA CT,751 Medical Center Ct,060730134202006,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020880,,Fraud/Forgery,,2023-03-10 14:47:19.957,2023-03-10 14:43:00,200 BLOCK MONTGOMERY ST,751 Medical Center Ct,060730132043013,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020867,,Suspicious Circumstances,,2023-03-10 14:27:54.153,2023-03-10 14:43:00,1700 BLOCK YALE ST,751 Medical Center Ct,060730134162011,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020869,,Grand Theft > $950,,2023-03-10 14:30:52.967,2023-03-10 14:43:00,800 BLOCK SECOND AV,751 Medical Center Ct,060730129001014,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020868,,Vehicle Burglary,,2023-03-10 14:28:59.070,2023-03-10 14:43:00,1500 BLOCK OCALA CT,751 Medical Center Ct,060730133121002,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
230310L00020872,,Disturbance - General,,2023-03-10 14:35:11.577,2023-03-10 14:43:00,1300 BLOCK E PALOMAR ST,751 Medical Center Ct,060730133252001,060730133273000,d28d0931bbf8346fa6ec3545bfcdd00b,False
210830L00072675,CVL72681,Disturbance - General,Reckless Driver,2021-08-30 09:52:24.973,2021-08-30 09:56:00,700 BLOCK H ST,900 Otay Lakes Rd.,060730126001002,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072674,CVL72681,Check a Person's Well Being,Reckless Driver,2021-08-30 09:52:59.933,2021-08-30 09:56:00,1000 BLOCK THIRD AV,900 Otay Lakes Rd.,060730131023003,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072669,CVL72681,Disturbance - General,Reckless Driver,2021-08-30 09:41:20.787,2021-08-30 09:56:00,300 BLOCK OXFORD ST,900 Otay Lakes Rd.,060730132031000,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072677,CVL72681,PR Contact,Reckless Driver,2021-08-30 10:00:02.427,2021-08-30 09:56:00,700 BLOCK ADA ST,900 Otay Lakes Rd.,060730132051005,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072679,CVL72681,Disturbance - General,Reckless Driver,2021-08-30 10:02:46.197,2021-08-30 09:56:00,BROADWAY & F ST,900 Otay Lakes Rd.,060730125011000,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072676,CVL72681,Found,Reckless Driver,2021-08-30 09:56:00.967,2021-08-30 09:56:00,100 BLOCK BROADWAY,900 Otay Lakes Rd.,060730125023007,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072680,CVL72681,Police Impound,Reckless Driver,2021-08-30 10:04:11.127,2021-08-30 09:56:00,100 BLOCK SPRUCE RD,900 Otay Lakes Rd.,060730133072003,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072673,CVL72681,Vandalism,Reckless Driver,2021-08-30 09:52:10.660,2021-08-30 09:56:00,900 BLOCK BUENA VISTA WY,900 Otay Lakes Rd.,060730134143003,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072670,CVL72681,Disturbance - General,Reckless Driver,2021-08-30 09:40:41.690,2021-08-30 09:56:00,500 BLOCK DAVIDSON ST,900 Otay Lakes Rd.,060730124022010,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072668,CVL72681,Disturbance - General,Reckless Driver,2021-08-30 09:39:23.597,2021-08-30 09:56:00,1 BLOCK KINGSWOOD DR,900 Otay Lakes Rd.,060730133031004,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072667,CVL72681,Graffiti,Reckless Driver,2021-08-30 09:37:46.547,2021-08-30 09:56:00,FIRST AV & FLOWER ST,900 Otay Lakes Rd.,060730123031010,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
210830L00072671,CVL72681,Check a Person's Well Being,Reckless Driver,2021-08-30 09:45:43.017,2021-08-30 09:56:00,300 BLOCK D ST,900 Otay Lakes Rd.,060730123032002,060730134151000,fd5b4b507268093e98caed5bd41ba20a,False
230520L00042380,,Disturbance - General,,2023-05-20 08:31:07.663,2023-05-20 08:33:00,700 BLOCK H ST,315 4th Ave,060730126001002,060730123021013,b6490d426e07452c9067532b39afe43b,False
230520L00042378,,Extra Patrol,,2023-05-20 08:23:02.620,2023-05-20 08:33:00,200 BLOCK NAPLES ST,315 4th Ave,060730131023000,060730123021013,b6490d426e07452c9067532b39afe43b,False
230520L00042379,,Traffic Stop,,2023-05-20 08:28:41.660,2023-05-20 08:33:00,200 BLOCK NAPLES ST,315 4th Ave,060730131023000,060730123021013,b6490d426e07452c9067532b39afe43b,False
230520L00042382,,Vehicle Theft,,2023-05-20 08:35:09.417,2023-05-20 08:33:00,100 BLOCK QUINTARD ST,315 4th Ave,060730133031002,060730123021013,b6490d426e07452c9067532b39afe43b,False
230520L00042377,,Found,,2023-05-20 08:20:03.990,2023-05-20 08:33:00,200 BLOCK E QUINTARD ST,315 4th Ave,060730133032006,060730123021013,b6490d426e07452c9067532b39afe43b,False
230406L00028766,,Drunk in Public,,2023-04-06 09:50:56.077,2023-04-06 09:46:00,600 BLOCK PALOMAR ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730132051000,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028759,,PR Contact,,2023-04-06 09:31:09.917,2023-04-06 09:46:00,1000 BLOCK THIRD AV,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730131023003,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028763,,Miscellaneous Assistance,,2023-04-06 09:42:12.180,2023-04-06 09:46:00,200 BLOCK WOODLAWN AV,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730125022001,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028762,,SRO Meet with Admin,,2023-04-06 09:43:17.430,2023-04-06 09:46:00,2200 BLOCK MACKENZIE CREEK RD,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730134242000,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028767,,SRO Campus Visit Greet,,2023-04-06 09:53:32.567,2023-04-06 09:46:00,1800 BLOCK DISCOVERY FALLS DR,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133211009,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028772,,Person Down,,2023-04-06 10:01:36.780,2023-04-06 09:46:00,1100 BLOCK FIFTH AV,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730131043001,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028755,,SRO Campus Visit Greet,,2023-04-06 09:27:27.650,2023-04-06 09:46:00,1200 BLOCK OLYMPIC PW,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133232000,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028768,,Indecent Exposure,,2023-04-06 09:56:49.933,2023-04-06 09:46:00,500 BLOCK PALOMAR ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730132063006,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028758,,Lost Property,,2023-04-06 09:33:42.910,2023-04-06 09:46:00,400 BLOCK ANITA ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730132061000,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028771,,Police Impound,,2023-04-06 10:01:29.857,2023-04-06 09:46:00,1400 BLOCK SUTTER BUTTES ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133183009,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028760,,[Protected Call Type],,2023-04-06 09:38:17.927,2023-04-06 09:46:00,300 BLOCK PALOMAR ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730132031002,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028756,,Disturbance - General,,2023-04-06 09:33:01.043,2023-04-06 09:46:00,400 BLOCK TELEGRAPH CANYON RD,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133011001,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028761,,SRO Campus Visit Greet,,2023-04-06 09:40:03.910,2023-04-06 09:46:00,600 BLOCK OTAY LAKES RD,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730134211003,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028770,,Fraud/Forgery,,2023-04-06 09:59:14.427,2023-04-06 09:46:00,2500 BLOCK WHISPERING PALMS LP,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133214002,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028757,,Police Impound,,2023-04-06 09:33:46.697,2023-04-06 09:46:00,1300 BLOCK LITTLE LAKE ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133184009,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028774,,Police Impound,,2023-04-06 10:05:19.103,2023-04-06 09:46:00,200 BLOCK DAVIDSON ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730123042011,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028765,,Preserve The Peace,,2023-04-06 09:49:28.490,2023-04-06 09:46:00,2100 BLOCK CAMINITO LEONZIO,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133161002,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028764,,Disturbance - Homeless-Related,,2023-04-06 09:45:01.493,2023-04-06 09:46:00,200 BLOCK 27TH ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730132051018,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230406L00028773,,SRO Campus Visit Greet,,2023-04-06 10:03:07.317,2023-04-06 09:46:00,200 BLOCK E NAPLES ST,"Otay Valley River Regional Park Staging Area, 2675 Faivre St",060730133022000,060730133173052,2ee622bb4e3e466bb4bd6a06c978964e,False
230128L00007995,CVL07998,Drunk in Public,Suspicious Person,2023-01-28 11:33:17.557,2023-01-28 11:48:00,700 BLOCK H ST,1130 Broadway,060730126001002,060730131032011,f17c9a2330026b0dd9f2a0b47437e792,False
230128L00007994,CVL07998,Traffic Stop,Suspicious Person,2023-01-28 11:30:44.147,2023-01-28 11:48:00,300 BLOCK BROADWAY,1130 Broadway,060730125011000,060730131032011,f17c9a2330026b0dd9f2a0b47437e792,False
230128L00007993,CVL07998,Other Incident,Suspicious Person,2023-01-28 11:28:51.300,2023-01-28 11:48:00,1400 BLOCK BROADWAY,1130 Broadway,060730132051000,060730131032011,f17c9a2330026b0dd9f2a0b47437e792,False
230128L00008001,CVL07998,Disturbance - General,Suspicious Person,2023-01-28 12:06:59.157,2023-01-28 11:48:00,200 BLOCK ASH AV,1130 Broadway,060730124023009,060730131032011,f17c9a2330026b0dd9f2a0b47437e792,False
230128L00007999,CVL07998,Traffic Collision,Suspicious Person,2023-01-28 11:59:16.707,2023-01-28 11:48:00,800 BLOCK TAMAYO DR,1130 Broadway,060730134012002,060730131032011,f17c9a2330026b0dd9f2a0b47437e792,False
220121L00005645,CV2100910,Other Incident,Stolen Vehicle,2022-01-21 09:52:49.770,2022-01-21 09:56:00,300 BLOCK FOURTH AV,1890 Auto Park Pl,060730127003000,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005646,CV2100910,Other Incident,Stolen Vehicle,2022-01-21 09:54:30.887,2022-01-21 09:56:00,300 BLOCK FOURTH AV,1890 Auto Park Pl,060730127003000,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005647,CV2100910,Other Incident,Stolen Vehicle,2022-01-21 09:55:27.227,2022-01-21 09:56:00,300 BLOCK FOURTH AV,1890 Auto Park Pl,060730127003000,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005651,CV2100910,Security Check,Stolen Vehicle,2022-01-21 10:08:43.787,2022-01-21 09:56:00,2200 BLOCK CABO BAHIA,1890 Auto Park Pl,060730134242001,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005648,CV2100910,[Protected Call Type],Stolen Vehicle,2022-01-21 09:59:57.167,2022-01-21 09:56:00,500 BLOCK D ST,1890 Auto Park Pl,060730124012001,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005641,CV2100910,Police Impound,Stolen Vehicle,2022-01-21 09:48:32.873,2022-01-21 09:56:00,100 BLOCK D ST,1890 Auto Park Pl,060730123031006,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005652,CV2100910,Criminal Threat,Stolen Vehicle,2022-01-21 10:06:56.410,2022-01-21 09:56:00,1000 BLOCK GRANJAS RD,1890 Auto Park Pl,060730131041001,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005644,CV2100910,Other Incident,Stolen Vehicle,2022-01-21 09:53:35.597,2022-01-21 09:56:00,1200 BLOCK OLYMPIC PW,1890 Auto Park Pl,060730133232000,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005638,CV2100910,Vehicle Theft Recovery,Stolen Vehicle,2022-01-21 09:37:49.600,2022-01-21 09:56:00,1800 BLOCK AUTO PARK PL,1890 Auto Park Pl,060730133173046,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,True
220121L00005653,CV2100910,Miscellaneous Assistance,Stolen Vehicle,2022-01-21 10:10:26.183,2022-01-21 09:56:00,300 BLOCK FIFTH AV,1890 Auto Park Pl,060730127002000,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005643,CV2100910,Incident Evaluation,Stolen Vehicle,2022-01-21 09:50:07.803,2022-01-21 09:56:00,800 BLOCK FOURTH AV,1890 Auto Park Pl,060730130003001,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005650,CV2100910,Police Impound,Stolen Vehicle,2022-01-21 10:05:14.357,2022-01-21 09:56:00,1300 BLOCK ELM AV,1890 Auto Park Pl,060730132033002,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005637,CV2100910,Check a Person's Well Being,Stolen Vehicle,2022-01-21 09:37:14.987,2022-01-21 09:56:00,1500 BLOCK SKYLARK WY,1890 Auto Park Pl,060730133072003,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005654,CV2100910,Civil Dispute,Stolen Vehicle,2022-01-21 10:12:22.113,2022-01-21 09:56:00,1500 BLOCK GOLDEN GATE AV,1890 Auto Park Pl,060730133182024,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005640,CV2100910,Traffic Stop,Stolen Vehicle,2022-01-21 09:45:26.827,2022-01-21 09:56:00,OAKLAWN AV & L ST,1890 Auto Park Pl,060730131032000,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005639,CV2100910,Disabled Vehicle,Stolen Vehicle,2022-01-21 09:43:38.337,2022-01-21 09:56:00,OTAY LAKES RD & SR125,1890 Auto Park Pl,060730133233002,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220121L00005649,CV2100910,Missing Person,Stolen Vehicle,2022-01-21 09:59:47.463,2022-01-21 09:56:00,1200 BLOCK SONOMA CT,1890 Auto Park Pl,060730133021012,060730133173046,d6b35b4d0020b52647fe7a26eaf35922,False
220802L00062933,CVL062930,Extra Patrol,Stolen vehicle ,2022-08-02 13:07:44.820,2022-08-02 13:05:00,1100 BLOCK EASTLAKE PW,400 Village Dr,060730133214002,060730132063000,0588a003f178f5e16fb32c7f624c056d,False
220802L00062939,CVL062930,Criminal Threat,Stolen vehicle ,2022-08-02 13:19:29.940,2022-08-02 13:05:00,1200 BLOCK SANTA CORA AV,400 Village Dr,060730133232000,060730132063000,0588a003f178f5e16fb32c7f624c056d,False
220802L00062935,CVL062930,PR Contact,Stolen vehicle ,2022-08-02 13:10:27.753,2022-08-02 13:05:00,1900 BLOCK MAGDALENA AV,400 Village Dr,060730133173001,060730132063000,0588a003f178f5e16fb32c7f624c056d,False
220802L00062940,CVL062930,Person Down,Stolen vehicle ,2022-08-02 13:18:12.497,2022-08-02 13:05:00,J ST & DEL MAR AV,400 Village Dr,060730129001003,060730132063000,0588a003f178f5e16fb32c7f624c056d,False
