lat_map,lon_map,time,id,date,time_s,address_map,incident_id,type,department,clean-type,match,drone-date,Incident No.,Date,Description,Priority,Disposition,Call Source,Zip Code,Block Location,Case No,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,cfs-date
32.6328936,-117.0960397,10:31am,94e154b3be078ad1be3be05b7919a46b,2022-02-09,10:31am,400 Colorado Ave.,CVL11375,Suspicious Person,cvpd,suspicious person,11375,2022-02-09 10:31:00,220209L00011375,2022-02-09 10:40:45.697,Narcotics,2,ASSISTED,citizen,91910,400 BLOCK COLORADO AV,2201924.0,"400 BLOCK COLORADO AV, Chula Vista, CA, 91910",32.632441,-117.096136,0.89,nearest_rooftop_match,410,Colorado Ave,,,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-09 10:40:45.697
32.6332598,-117.0939625,11:21am,a2b86a82a8a4143df8339238fefb21ce,2022-02-11,11:21am,400 Oaklawn,L012106,Man with a Gun,cvpd,man with a gun,12106,2022-02-11 11:21:00,220211L00012106,2022-02-11 11:35:21.600,Suspicious Circumstances,2,ASSISTED,citizen,91910,400 BLOCK OAKLAWN AV,,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-11 11:35:21.600
32.621752,-116.963787,11:56am,a3f32c1443760b9b5cbfe40c41f975a1,2022-02-13,11:56am,I5/H,L012681,Pedestrian in Traffic Lanes,cvpd,pedestrian in traffic lanes,12681,2022-02-13 11:56:00,220213L00012681,2022-02-13 11:52:22.910,Check a Person's Well Being,3,HANDLED NO REPORT,citizen,91910,I-805 FREEWAY RAMP & E H ST,,"I-805 FREEWAY RAMP & E H ST, Chula Vista, CA, 91910",32.640637,-117.054943,0.98,intersection,,E H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013409,2000,2,060730134092000,06073013409,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-13 11:52:22.910
32.6308565,-117.1030694,4:11pm,def3e06587445d7cd52f8d7086e42c7e,2022-02-14,4:11pm,500 Marina Pkwy.,CVL13067,Subject Causing Disturbance,cvpd,subject causing disturbance,13067,2022-02-14 16:11:00,220214L00013067,2022-02-14 16:01:05.100,Prostitution,3,HANDLED NO REPORT,citizen,91910,500 BLOCK MARINA PW,,"500 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-14 16:01:05.100
32.6342452,-117.0909928,12:23pm,0c4c354ae788827bfa0ee47e074d2fa9,2022-02-14,12:23pm,600 G St.,CVL12994,Welfare Check,cvpd,welfare check,12994,2022-02-14 12:23:00,220214L00012994,2022-02-14 12:36:14.437,Check a Person's Well Being,2,ASSISTED,citizen,91910,600 BLOCK G ST,,"600 BLOCK G ST, Chula Vista, CA, 91910",32.634559,-117.090811,1,range_interpolation,600,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2003,2,060730127002003,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-14 12:36:14.437
32.6325082,-117.0919344,1:32pm,45cfa1eddabaaa6df8c50ac7978e89b1,2022-02-20,1:32pm,600 G,L014771,Cover Officer,cvpd,cover officer,14771,2022-02-20 13:32:00,220220L00014771,2022-02-20 13:48:37.540,Traffic Stop,5,HANDLED NO REPORT,officer,91910,600 BLOCK G ST,,"600 BLOCK G ST, Chula Vista, CA, 91910",32.634559,-117.090811,1,range_interpolation,600,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2003,2,060730127002003,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-20 13:48:37.540
32.6343979,-117.0958071,10:17am,687c4a7852c988a057f0f9835b99432b,2022-02-21,10:17am,700 G St.,CVL14989,Welfare Check,cvpd,welfare check,14989,2022-02-21 10:17:00,220221L00014989,2022-02-21 09:12:39.180,Check The Area,3,HANDLED NO REPORT,citizen,91910,700 BLOCK G ST,,"700 BLOCK G ST, Chula Vista, CA, 91910",32.633706,-117.093836,1,range_interpolation,700,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,1000,1,060730125011000,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-21 09:12:39.180
32.6320879,-117.0854169,7:59am,4692d446e6039eae5a2bd36262ab1146,2022-02-24,7:59am,500 H St.,CVL15904,Assault with Deadly Weapon,cvpd,assault with deadly weapon,15904,2022-02-24 07:59:00,220224L00015904,2022-02-24 07:54:46.137,Assault,2,ASSISTED,citizen,91910,400 BLOCK H ST,2202668.0,"400 BLOCK H ST, Chula Vista, CA, 91910",32.633393,-117.081286,1,range_interpolation,400,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,1002,1,060730127001002,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-24 07:54:46.137
32.6222169,-117.093692,4:27pm,1a7898045f3a254b870d3649a43eacd6,2022-02-27,4:27pm,J St Marina,L016871,Shots Fired,cvpd,shots fired,16871,2022-02-27 16:27:00,220227L00016871,2022-02-27 16:51:33.383,Discharge of Firearm,2,ASSISTED,citizen,91910,700 BLOCK MARINA PW,2202825.0,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-27 16:51:33.383
32.6292468,-117.0941893,7:46am,41b88847ce7f647fb2e737225c93ee6b,2022-03-01,7:46am,720 H St.,CVL17229,Subject Causing Disturbance,cvpd,subject causing disturbance,17229,2022-03-01 07:46:00,220301L00017229,2022-03-01 05:54:14.613,Disturbance - General,3,ASSISTED,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-01 05:54:14.613
32.6359909,-117.0291331,3:23pm,4d6dd075921d1217b1ee8deacd9598f3,2022-03-07,3:23pm,800 H St.,CVL19189,Traffic Hazard,cvpd,traffic hazard,19189,2022-03-07 15:23:00,220307L00019189,2022-03-07 14:59:45.237,Illegally Parked Vehicle,4,CITATION,citizen,91910,800 BLOCK H ST,,"800 BLOCK H ST, Chula Vista, CA, 91910",32.629112,-117.096612,1,range_interpolation,800,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1006,1,060730126001006,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-07 14:59:45.237
32.6332605,-117.0939602,3:21pm,c8f259b8d2efc61eb38599786baf6378,2022-03-08,3:21pm,400 Oaklawn Ave.,CVL19511,Fight,cvpd,fight,19511,2022-03-08 15:21:00,220308L00019511,2022-03-08 15:33:05.333,Assault,2,ASSISTED,citizen,91910,400 BLOCK OAKLAWN AV,2203262.0,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-08 15:33:05.333
32.630947,-117.089447,4:55pm,58463dff1644aed665a8a551b503b2ce,2022-03-09,4:55pm,600 H St,CVL019830,Vandalism,cvpd,vandalism,19830,2022-03-09 16:55:00,220309L00019830,2022-03-09 17:08:46.220,Vandalism,2,HANDLED NO REPORT,citizen,91910,600 BLOCK H ST,,"600 BLOCK H ST, Chula Vista, CA, 91910",32.631097,-117.089456,1,range_interpolation,600,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2008,2,060730127002008,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-09 17:08:46.220
32.6196527,-117.1013282,2:34pm,b175ddfc8ca6a7f2d391e93199f2fab2,2022-03-09,2:34pm,800 Marina Wy.,CVL19783,Domestic Violence,cvpd,domestic violence,19783,2022-03-09 14:34:00,220309L00019783,2022-03-09 14:28:09.100,[Protected Call Type],2,ASSISTED,citizen,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-09 14:28:09.100
32.6332605,-117.0939602,9:45am,95ac02da84babf5253af260081411bb9,2022-03-09,9:45am,400 Oaklawn Ave.,CVL19679,Domestic Violence,cvpd,domestic violence,19679,2022-03-09 09:45:00,220309L00019679,2022-03-09 09:05:16.677,[Protected Call Type],2,ASSISTED,citizen,91910,400 BLOCK OAKLAWN AV,,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-09 09:05:16.677
32.610439,-117.091488,8:03am,ef3e630ee40fb97fe2694a6a51f6118f,2022-03-10,8:03am,Bay Blvd./ J St.,CVL19982,Welfare Check,cvpd,welfare check,19982,2022-03-10 08:03:00,220310L00019982,2022-03-10 08:17:15.393,Drunk in Public,2,ASSISTED,citizen,91910,BAY BL & J ST,,"BAY BL & J ST, Chula Vista, CA, 91910",32.62182,-117.094749,0.8,intersection,,Bay Blvd,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,4010,4,060730126004010,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-10 08:17:15.393
32.6261869,-117.0918786,6:27pm,c7b00667fa3cb0e38dc8cec729586d90,2022-03-14,6:27pm,700 I St.,CVL21333,Fire,cvpd,fire,21333,2022-03-14 18:27:00,220314L00021333,2022-03-14 18:25:47.383,Ensure Safety of Fire and Medical Personnel,2,ASSISTED,citizen,91910,700 BLOCK I ST,,"700 BLOCK I ST, Chula Vista, CA, 91910",32.626281,-117.091876,1,range_interpolation,700,I St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,2003,2,060730126002003,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-14 18:25:47.383
32.6323141,-117.085048,1:16pm,d7973e57007b6b2b0587f366e501762e,2022-03-15,1:16pm,I-5/ H St.,CVL21535,Welfare Check,cvpd,welfare check,21535,2022-03-15 13:16:00,220315L00021535,2022-03-15 12:14:27.117,Check a Person's Well Being,3,ASSISTED,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-15 12:14:27.117
32.630147,-117.094228,5:32pm,ee9b0a45e83f3d8c2bbef4ff3364b700,2022-03-16,5:32pm,745 H St.,CVL21902,Traffic Hazard,cvpd,traffic hazard,21902,2022-03-16 17:32:00,220316L00021902,2022-03-16 17:21:56.987,Traffic Hazard,2,HANDLED NO REPORT,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-16 17:21:56.987
32.6323141,-117.085048,11:58am,72f6912382463a4936747f1aadd35b30,2022-03-16,11:58am,I-5/ H St.,CVL21782,Subjects Causing Disturbance,cvpd,subjects causing disturbance,21782,2022-03-16 11:58:00,220316L00021782,2022-03-16 11:00:30.547,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,H ST & I5,,"H ST & I5, Chula Vista, CA, 91910",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-16 11:00:30.547
32.6300709,-117.0926315,1:46pm,c8adf9b6972d450583a026c5633e522d,2022-03-17,1:46pm,Oaklawn Ave./ H St.,CVL22104,Domestic Violence,cvpd,domestic violence,22104,2022-03-17 13:46:00,220317L00022104,2022-03-17 13:44:52.237,[Protected Call Type],2,ASSISTED,citizen,91910,OAKLAWN AV & H ST,,"OAKLAWN AV & H ST, Chula Vista, CA, 91910",32.630065,-117.092643,0.97,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-17 13:44:52.237
32.6323141,-117.085048,10:38am,0c5cd9fad5554cec9656a5d327cc334f,2022-03-21,10:38am,I-5/ H St.,CVL23194,Welfare Check,cvpd,welfare check,23194,2022-03-21 10:38:00,220321L00023194,2022-03-21 10:39:18.410,Check The Area,3,HANDLED NO REPORT,officer,91915,I-5 & H ST,,"I-5 & H ST, Chula Vista, CA, 91915",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-21 10:39:18.410
32.6328936,-117.0960397,5:34pm,4c385bf6137b7e857c8317c54d258e2e,2022-03-26,5:34pm,400 Colorado,L024803,Suspicious Person,cvpd,suspicious person,24803,2022-03-26 17:34:00,220326L00024803,2022-03-26 17:33:25.147,Suspicious Vehicle,3,HANDLED NO REPORT,citizen,91910,400 BLOCK COLORADO AV,,"400 BLOCK COLORADO AV, Chula Vista, CA, 91910",32.632441,-117.096136,0.89,nearest_rooftop_match,410,Colorado Ave,,,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-26 17:33:25.147
32.6222169,-117.093692,5:15pm,f578d1305e7870aa0ae20540475d5e49,2022-03-27,5:15pm,J St Marina,L025037,Possession of a Firearm,cvpd,possession of a firearm,25037,2022-03-27 17:15:00,220327L00025037,2022-03-27 16:28:49.783,Extra Patrol,5,HANDLED NO REPORT,officer,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-27 16:28:49.783
32.636723,-117.096191,1:35pm,7f4bca063bc4d329c93b684f7ec3f851,2022-03-29,1:35pm,400 Woodlawn Ave.,CVL25468,Suspicious Person,cvpd,suspicious person,25468,2022-03-29 13:35:00,220329L00025468,2022-03-29 11:24:44.267,Suspicious Person,3,HANDLED NO REPORT,citizen,91910,400 BLOCK WOODLAWN AV,,"400 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.633009,-117.095242,1,range_interpolation,400,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-03-29 11:24:44.267
32.630241,-117.0873905,11:17am,83de716dd337dcd7c9de2251027a79d9,2022-04-02,11:17am,555 Broadway,L026572,Duress Alarm,cvpd,duress alarm,26572,2022-04-02 11:17:00,220402L00026572,2022-04-02 11:29:13.740,Duress Alarm,1,HANDLED NO REPORT,citizen,91910,500 BLOCK BROADWAY,,"500 BLOCK BROADWAY, Chula Vista, CA, 91910",32.630797,-117.089456,1,range_interpolation,500,Broadway,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1004,1,060730126001004,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-02 11:29:13.740
32.6308565,-117.1030694,3:58pm,777d2c42366ecdfef9f84e31e21bab79,2022-04-04,3:58pm,500 Marina Parkway,CVL027165,Suspicious Circumstances,cvpd,suspicious circumstances,27165,2022-04-04 15:58:00,220404L00027165,2022-04-04 16:03:49.420,Weapon Threat,2,ASSISTED,citizen,91910,500 BLOCK MARINA PW,,"500 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-04 16:03:49.420
32.630147,-117.094228,9:44am,2e20550822851e8f6eba736f9731717d,2022-04-05,9:44am,745 H St.,CVL27361,Collision,cvpd,collision,27361,2022-04-05 09:44:00,220405L00027361,2022-04-05 09:53:54.457,Minor Injury Collision,2,ASSISTED,citizen,91910,700 BLOCK H ST,2204504.0,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-05 09:53:54.457
32.636723,-117.096191,4:24pm,d8013e55c4d9bb0d29657485f1702462,2022-04-06,4:24pm,400 Woodlawn Ave.,CVL27781,Subjects Causing Disturbance,cvpd,subjects causing disturbance,27781,2022-04-06 16:24:00,220406L00027781,2022-04-06 16:20:21.827,Disturbance - General,3,ASSISTED,citizen,91910,400 BLOCK WOODLAWN AV,,"400 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.633009,-117.095242,1,range_interpolation,400,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-06 16:20:21.827
32.6285364,-117.1045304,1:47pm,7044d2558b691bed762fba92a771944d,2022-04-07,1:47pm,900 Bayside Pkwy.,CVL28039,Subject Causing Disturbance,cvpd,subject causing disturbance,28039,2022-04-07 13:47:00,220407L00028039,2022-04-07 13:38:24.860,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,900 BLOCK BAYSIDE PW,,"900 BLOCK BAYSIDE PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-07 13:38:24.860
32.625526,-117.0950559,9:57am,949d2b38ae037c66db1e0c6582ca017a,2022-04-08,9:57am,600 Bay Blvd,CVL028313,Arson,cvpd,arson,28313,2022-04-08 09:57:00,220408L00028313,2022-04-08 09:52:52.820,Other Incident,5,HANDLED NO REPORT,officer,91911,200 BLOCK PALOMAR ST,,"200 BLOCK PALOMAR ST, Chula Vista, CA, 91911",32.607764,-117.062336,1,range_interpolation,200,Palomar St,,,Chula Vista,CA,San Diego County,91911,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013203,4000,4,060730132034000,06073013203,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-08 09:52:52.820
32.634122,-117.0909691,9:52am,f9249201ff88282082da791eb7fc0933,2022-04-10,9:52am,400 Broadway,CVL028922,Subject causing disturbance,cvpd,subject causing disturbance,28922,2022-04-10 09:52:00,220410L00028922,2022-04-10 09:14:46.657,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,400 BLOCK BROADWAY,,"400 BLOCK BROADWAY, Chula Vista, CA, 91910",32.634152,-117.090964,1,rooftop,400,Broadway,,,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2022,06,06073,Chula Vista,0613392,012501,2000,2,060730125012000,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-10 09:14:46.657
32.6217664,-117.0946926,9:45am,46de25d0618e64a131cc6f0e64914c6b,2022-04-12,9:45am,700 BAY BLVD,CVL029467,SUBJECT CAUSING A DISTURBANCE,cvpd,subject causing a disturbance,29467,2022-04-12 09:45:00,220412L00029467,2022-04-12 08:33:01.380,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,700 BLOCK BAY BL,,"700 BLOCK BAY BL, Chula Vista, CA, 91910",32.62167,-117.094749,1,range_interpolation,700,Bay Blvd,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,4010,4,060730126004010,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-12 08:33:01.380
32.6298094,-117.0934914,10:18am,5b7bcbea560c19382bccac1142c6e7df,2022-04-13,10:18am,500 Woodlawn Ave.,CVL29809,Traffic Hazard,cvpd,traffic hazard,29809,2022-04-13 10:18:00,220413L00029809,2022-04-13 10:42:06.413,Illegally Parked Vehicle,4,OFFICER INITIATED TOW,citizen,91910,500 BLOCK WOODLAWN AV,2204929.0,"500 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.629673,-117.093499,1,range_interpolation,500,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-13 10:42:06.413
32.6292468,-117.0941893,1:14pm,b61b0f676c10560b642c80b30227e5e2,2022-04-13,1:14pm,720 H St.,CVL29819,Subject Causing Disturbance,cvpd,subject causing disturbance,29819,2022-04-13 13:14:00,220413L00029819,2022-04-13 11:13:51.853,Disturbance - General,3,ASSISTED,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-13 11:13:51.853
32.630947,-117.089447,10:11am,17d0eb0154d387fea5eca9eb79283338,2022-04-14,10:11am,600 H St,cvl030080,disturbance,cvpd,disturbance,30080,2022-04-14 10:11:00,220414L00030080,2022-04-14 08:24:45.327,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,600 BLOCK H ST,,"600 BLOCK H ST, Chula Vista, CA, 91910",32.631097,-117.089456,1,range_interpolation,600,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2008,2,060730127002008,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-14 08:24:45.327
32.630147,-117.094228,9:10am,45d5862d6b272aacba5cc5c12ea1b6d3,2022-04-17,9:10am,745 H,L030983,Auto Theft,cvpd,auto theft,30983,2022-04-17 09:10:00,220417L00030983,2022-04-17 09:12:31.700,Police Impound,5,ASSISTED,citizen,91910,700 BLOCK H ST,2205071.0,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-17 09:12:31.700
32.630241,-117.0873905,4:34pm,f4448a079634699fae4f59752be88c47,2022-04-19,4:34pm,555 Broadway,CVL31668,Robbery,cvpd,robbery,31668,2022-04-19 16:34:00,220419L00031668,2022-04-19 16:37:43.040,Robbery,2,ASSISTED,citizen,91910,500 BLOCK BROADWAY,2205192.0,"500 BLOCK BROADWAY, Chula Vista, CA, 91910",32.630797,-117.089456,1,range_interpolation,500,Broadway,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1004,1,060730126001004,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-04-19 16:37:43.040
