lat_map,lon_map,time,id,date,time_s,address_map,incident_id,type,department,clean-type,match,drone-date,Incident No.,Date,Description,Priority,Disposition,Call Source,Zip Code,Block Location,Case No,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,cfs-date
32.621752,-116.963787,11:41am,f1bb9ff447008093f4252c152a3a41d2,2021-08-27,11:41am,I5/H,L071821,TRAFFIC HAZARD  ,cvpd,traffic hazard,71821,2021-08-27 11:41:00,210827L00071821,2021-08-27 11:55:30.060,Traffic Hazard,3,HANDLED NO REPORT,officer,91911,I-5 & H ST,,"I-5 & H ST, Chula Vista, CA, 91911",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-08-27 11:55:30.060
32.6322368,-117.0930146,5:15pm,3ec63a4e3fb70e9067a231929ba2ca1b,2021-08-30,5:15pm,400 Oaklawn Ave.,CVL72781,Subject Causing Disturbance,cvpd,subject causing disturbance,72781,2021-08-30 17:15:00,210830L00072781,2021-08-30 15:19:42.163,Petty Theft <=$950,3,REPORT TAKEN,citizen,91910,80 BLOCK BONITA RD,2110957.0,"80 BLOCK BONITA RD, Chula Vista, CA, 91910",32.64774,-117.066728,1,range_interpolation,80,Bonita Rd,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012304,2008,2,060730123042008,06073012304,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-08-30 15:19:42.163
32.630147,-117.094228,2:30pm,0444c71adecd53e9ae478e3f316aca51,2021-08-30,2:30pm,745 H St.,CVL72675,Subject Causing Disturbance,cvpd,subject causing disturbance,72675,2021-08-30 14:30:00,210830L00072675,2021-08-30 09:52:24.973,Disturbance - General,3,CANCEL PRIOR TO DISPATCH,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-08-30 09:52:24.973
32.629612,-117.0877744,1:22pm,1b181c8ca5f7457102c9cd120d1f0812,2021-09-01,1:22pm,591 BROADWAY,L073427,GRAND THEFT,cvpd,grand theft,73427,2021-09-01 13:22:00,210901L00073427,2021-09-01 14:10:27.590,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,MARINA PW & SANDPIPER WY,,"MARINA PW & SANDPIPER WY, Chula Vista, CA, 91910",32.626588,-117.101464,0.8,intersection,,Marina Pkwy,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1009,1,060730126001009,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-01 14:10:27.590
32.63996594,-117.08269868,11:36am,c11cd24b673e5f2fb412607a649d38a7,2021-09-01,11:36am,I5 NB PALM AVE TO CIVIC CENTER,L073378,WRONG WAY DRIVER,cvpd,wrong way driver,73378,2021-09-01 11:36:00,210901L00073378,2021-09-01 11:42:30.503,Reckless Driver,2,HANDLED NO REPORT,citizen,92154,I-5 & PALOMAR ST,,"I-5 & PALOMAR ST, Chula Vista, CA, 92154",32.604506,-117.074576,0.7,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91911,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013206,3006,3,060730132063006,06073013206,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-01 11:42:30.503
32.621752,-116.963787,12:01pm,1eb7d2d5929d99cf6855b6392bf70822,2021-09-03,12:01pm,I5/H,L073990,PERSON DOWN,cvpd,person down,73990,2021-09-03 12:01:00,210903L00073990,2021-09-03 12:12:37.440,Person Down,2,HANDLED NO REPORT,citizen,91911,H ST & I5,,"H ST & I5, Chula Vista, CA, 91911",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-03 12:12:37.440
32.626976,-117.106682,11:23am,1c4adccd07dfcc00809e6a5a4cb02033,2021-09-05,11:23am,BAYSIDE PARK,L074650,PERSON DOWN,cvpd,person down,74650,2021-09-05 11:23:00,210905L00074650,2021-09-05 11:40:04.840,Check a Person's Well Being,2,HANDLED NO REPORT,citizen,91910,400 BLOCK SANDPIPER WY,,"400 BLOCK SANDPIPER WY, Chula Vista, CA, 91910",32.630219,-117.10522,1,range_interpolation,400,Sandpiper Way,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1011,1,060730126001011,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-05 11:40:04.840
32.6285364,-117.1045304,3:10pm,0631d48348707969cefe322c50fbd58c,2021-09-07,3:10pm,900 Bayside Pkwy.,CVL75243,Subject Causing Disturbance,cvpd,subject causing disturbance,75243,2021-09-07 15:10:00,210907L00075243,2021-09-07 14:22:33.753,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,900 BLOCK BAYSIDE PW,,"900 BLOCK BAYSIDE PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-07 14:22:33.753
32.6323141,-117.085048,6:04pm,5fdefda6ba18c41763cbe4d9dbf564a7,2021-09-11,6:04pm,I-5/ H St.,CVL76582,Welfare Check,cvpd,welfare check,76582,2021-09-11 18:04:00,210911L00076582,2021-09-11 18:03:31.683,Person Down,2,ASSISTED,citizen,91910,H ST & I5,,"H ST & I5, Chula Vista, CA, 91910",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-11 18:03:31.683
32.6332605,-117.0939602,12:52pm,eae341652fc042d7784043e106ba8047,2021-09-14,12:52pm,400 Oaklawn Ave.,CVL77382,Vandalism,cvpd,vandalism,77382,2021-09-14 12:52:00,210914L00077382,2021-09-14 13:10:13.393,Vandalism,3,ASSISTED,citizen,91910,400 BLOCK OAKLAWN AV,,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-14 13:10:13.393
32.6304131,-117.1066661,11:49am,de0d9a5764a60f0c196bea0edb3c7a06,2021-09-16,11:49am,997 G,L077978,POSSIBLE BURGLARY,cvpd,possible burglary,77978,2021-09-16 11:49:00,210916L00077978,2021-09-16 11:41:02.957,Assist Other Agency,3,HANDLED NO REPORT,citizen,91910,900 BLOCK G ST,,"900 BLOCK G ST, Chula Vista, CA, 91910",32.630519,-117.10522,1,range_interpolation,900,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1009,1,060730126001009,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-16 11:41:02.957
32.621752,-116.963787,12:22pm,7b2a697f8731a185c935634b8dd795d4,2021-09-17,12:22pm,I5/H,L078309,TRAFFIC HAZARD,cvpd,traffic hazard,78309,2021-09-17 12:22:00,210917L00078309,2021-09-17 12:30:56.823,Traffic Stop,5,HANDLED NO REPORT,officer,91910,I-5 & H ST,,"I-5 & H ST, Chula Vista, CA, 91910",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-17 12:30:56.823
32.6260652,-117.1021617,4:16pm,7e40b64011adacd052e4fb0851aff755,2021-09-18,4:16pm,MARINA PARKWAY/H,L078717,WEAPON THREAT/GUN,cvpd,weapon threat/gun,78717,2021-09-18 16:16:00,210918L00078717,2021-09-18 16:15:27.977,Weapon Threat,2,HANDLED NO REPORT,citizen,91910,MARINA PW & H ST,,"MARINA PW & H ST, Chula Vista, CA, 91910",32.688499,-117.185313,0.53,intersection,,H Ave,,,Coronado,CA,San Diego County,92118,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Coronado,0616378,010800,2029,2,060730108002029,06073010800,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-18 16:15:27.977
32.6323141,-117.085048,11:06am,859a50c3e38341398a4b0e290bead35b,2021-09-26,11:06am,I-5/ H St.,CVL80961,Weapon Threat,cvpd,weapon threat,80961,2021-09-26 11:06:00,210926L00080961,2021-09-26 11:06:04.140,Weapon Threat,2,HANDLED NO REPORT,citizen,91911,I-5 FREEWAY RAMP & H ST,,"I-5 FREEWAY RAMP & H ST, Chula Vista, CA, 91911",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-26 11:06:04.140
32.6323141,-117.085048,2:28pm,f4f41267f9c5b35d299c13968162631d,2021-09-27,2:28pm,I-5/ H St.,CVL81304,Shots Heard,cvpd,shots heard,81304,2021-09-27 14:28:00,210927L00081304,2021-09-27 14:36:41.787,Shots Fired,2,HANDLED NO REPORT,citizen,91914,I-5 FREEWAY RAMP & H ST,,"I-5 FREEWAY RAMP & H ST, Chula Vista, CA, 91914",32.632543,-117.085537,0.77,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2009,2,060730127002009,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-27 14:36:41.787
32.6300709,-117.0926315,10:47am,25acc9c481fce6187b6142ab5a9db554,2021-09-27,10:47am,H St./ Oaklawn Ave.,CVL81243,Weapon Threat,cvpd,weapon threat,81243,2021-09-27 10:47:00,210927L00081243,2021-09-27 10:45:22.673,Weapon Threat,2,ASSISTED,citizen,91910,OAKLAWN AV & H ST,2112243.0,"OAKLAWN AV & H ST, Chula Vista, CA, 91910",32.630065,-117.092643,0.97,intersection,,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-27 10:45:22.673
32.630147,-117.094228,2:58pm,1b24b571208d1f5648e8df6b973311bc,2021-09-30,2:58pm,745 H,L082159,PERSON CAUSING A DISTURBANCE,cvpd,person causing a disturbance,82159,2021-09-30 14:58:00,210930L00082159,2021-09-30 14:55:15.870,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2021-09-30 14:55:15.870
32.636723,-117.096191,11:34am,f396eb8911d22ac58c49047c443f4b42,2022-01-04,11:34am,400 Woodlawn Ave.,CVL0911,Subject Causing Disturbance,cvpd,subject causing disturbance,00911,2022-01-04 11:34:00,220104L00000911,2022-01-04 11:24:24.033,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,400 BLOCK WOODLAWN AV,,"400 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.633009,-117.095242,1,range_interpolation,400,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2002,2,060730125012002,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-04 11:24:24.033
32.6211345,-117.0987064,1:53pm,39084e5fe7d4c6c084bad9d49d9557c2,2022-01-05,1:53pm,800 Marina Pkwy.,CVL1188,Reckless Driver,cvpd,reckless driver,01188,2022-01-05 13:53:00,220105L00001188,2022-01-05 12:12:56.860,Drunk Driver,3,HANDLED NO REPORT,citizen,91910,700 BLOCK MARINA PW,,"700 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-05 12:12:56.860
32.630147,-117.094228,10:46am,e117db3d10242f9589ac31c1523feb61,2022-01-05,10:46am,745 H St.,CVL1169,Stolen Vehicle,cvpd,stolen vehicle,01169,2022-01-05 10:46:00,220105L00001169,2022-01-05 10:48:28.363,Vehicle Theft Recovery,3,REPORT TAKEN,citizen,91910,500 BLOCK G ST,2200164.0,"500 BLOCK G ST, Chula Vista, CA, 91910",32.635701,-117.086716,1,range_interpolation,500,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,3001,3,060730127003001,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-05 10:48:28.363
32.6259835,-117.1021617,12:37pm,5baabb20b63a5ac8d4cbfbf69620f1c8,2022-01-08,12:37pm,550 Marina Pkwy,L002034,Reckless Driver,cvpd,reckless driver,02034,2022-01-08 12:37:00,220108L00002034,2022-01-08 12:38:28.640,Reckless Driver,3,HANDLED NO REPORT,citizen,91910,500 BLOCK MARINA PW,,"500 BLOCK MARINA PW, Chula Vista, CA, 91910",32.630106,-117.020464,0.7,street_center,,Vista Oak Pl,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013414,4005,4,060730134144005,06073013414,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-08 12:38:28.640
32.630947,-117.089447,1:18pm,c9e74a54117439780de342d042ba31cb,2022-01-10,1:18pm,600 H St.,CVL2544,Subject Causing Disturbance,cvpd,subject causing disturbance,02544,2022-01-10 13:18:00,220110L00002544,2022-01-10 12:28:02.700,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,600 BLOCK H ST,,"600 BLOCK H ST, Chula Vista, CA, 91910",32.631097,-117.089456,1,range_interpolation,600,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2008,2,060730127002008,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-10 12:28:02.700
32.630147,-117.094228,8:09am,ba38d5a77127a5e964eb684076901ec7,2022-01-14,8:09am,745 H St.,CVL3610,Subject Causing Disturbance,cvpd,subject causing disturbance,03610,2022-01-14 08:09:00,220114L00003610,2022-01-14 08:08:36.717,Resist/Delay/Obstruct Officer,5,ASSISTED,officer,91910,700 BLOCK H ST,2200549.0,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-14 08:08:36.717
32.6210576,-117.0987526,7:22am,976ac9fb2d0c9d0a978939425e977faa,2022-01-17,7:22am,900 Marina Wy.,CVL4415,Subject Causing Disturbance,cvpd,subject causing disturbance,04415,2022-01-17 07:22:00,220117L00004415,2022-01-17 07:53:47.170,Check The Area,3,HANDLED NO REPORT,officer,91910,900 BLOCK MARINA WY,,"900 BLOCK MARINA WY, Chula Vista, CA, 91910",32.620655,-117.103911,0.7,street_center,,Marina Way,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1009,1,060730126001009,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-17 07:53:47.170
32.6178267,-117.0913551,8:31am,ac9a688af5273c3bcfdc0b3673b77d19,2022-01-18,8:31am,I-5/ L St.,CVL4660 ,Welfare Check,cvpd,welfare check,04660,2022-01-18 08:31:00,220118L00004660,2022-01-18 08:32:26.133,Check The Area,3,HANDLED NO REPORT,officer,91910,J ST & I5,,"J ST & I5, Chula Vista, CA, 91910",32.6252,-117.082649,0.8,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013000,4004,4,060730130004004,06073013000,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-18 08:32:26.133
32.6449976,-117.0802006,2:59pm,315493e4335d110f2dfcdaad0bceb3d2,2022-01-19,2:59pm,200 Church Ave.,CVL5059,Subject Causing Disturbance,cvpd,subject causing disturbance,05059,2022-01-19 14:59:00,220119L00005059,2022-01-19 12:28:46.177,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,200 BLOCK CHURCH AV,,"200 BLOCK CHURCH AV, Chula Vista, CA, 91910",32.644873,-117.080214,1,range_interpolation,200,Church Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012302,1001,1,060730123021001,06073012302,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-19 12:28:46.177
32.6332496,-117.0938457,12:51pm,8efdce0f45ef0d9d61f36bc25877a49d,2022-01-21,12:51pm,700 G,L05703,Person with a Gun,cvpd,person with a gun,05703,2022-01-21 12:51:00,220121L00005703,2022-01-21 12:49:23.053,Found,4,ASSISTED,citizen,91910,700 BLOCK G ST,2200920.0,"700 BLOCK G ST, Chula Vista, CA, 91910",32.633706,-117.093836,1,range_interpolation,700,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,1000,1,060730125011000,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-21 12:49:23.053
32.630947,-117.089447,3:40pm,3586174f3c6cc9963c3d3e387eebaa28,2022-01-25,3:40pm,Broadway/ H St.,CVL6868,Subject Causing Disturbance,cvpd,subject causing disturbance,06868,2022-01-25 15:40:00,220125L00006868,2022-01-25 15:40:53.620,Disturbance - General,3,ASSISTED,citizen,91910,BROADWAY & H ST,,"BROADWAY & H ST, Chula Vista, CA, 91910",32.630947,-117.089456,1,intersection,,Broadway,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1004,1,060730126001004,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-25 15:40:53.620
32.6342452,-117.0909928,3:13pm,e85e1df46418f187054b952203833d0a,2022-01-25,3:13pm,600 G St.,CVL6862,Unknown Problem,cvpd,unknown problem,06862,2022-01-25 15:13:00,220125L00006862,2022-01-25 15:25:36.097,Unknown Problem,2,ASSISTED,citizen,91910,600 BLOCK G ST,,"600 BLOCK G ST, Chula Vista, CA, 91910",32.634559,-117.090811,1,range_interpolation,600,G St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,2003,2,060730127002003,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-25 15:25:36.097
32.6332605,-117.0939602,10:16am,88a82a56bca56ec17a73ebe6b0ce6af6,2022-01-26,10:16am,400 Oaklawn Ave.,CVL7050 ,Domestic Violence,cvpd,domestic violence,07050,2022-01-26 10:16:00,220126L00007050,2022-01-26 10:14:31.920,Disturbance - General,2,ASSISTED,citizen,91910,400 BLOCK OAKLAWN AV,2201170.0,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-26 10:14:31.920
32.6128055,-117.0857634,7:24am,917e00a291fd5e561b7e1f0c70a63754,2022-01-27,7:24am,1000 Oaklawn Ave.,CVL7333,Vehicle Theft,cvpd,vehicle theft,07333,2022-01-27 07:24:00,220127L00007333,2022-01-27 07:22:30.810,Vehicle Theft,3,ASSISTED,citizen,91911,1000 BLOCK OAKLAWN AV,2201208.0,"1000 BLOCK OAKLAWN AV, Chula Vista, CA, 91911",32.612689,-117.085776,1,range_interpolation,1000,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91911,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,013103,2003,2,060730131032003,06073013103,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-27 07:22:30.810
32.6333964,-117.0818848,10:48am,00e34ff347d73112d2d95a8c8fab10b4,2022-01-27,10:48am,400 H St.,CVL7392 ,Suspicious Person,cvpd,suspicious person,07392,2022-01-27 10:48:00,220127L00007392,2022-01-27 10:39:58.903,Suspicious Person,3,ASSISTED,citizen,91910,400 BLOCK H ST,,"400 BLOCK H ST, Chula Vista, CA, 91910",32.633393,-117.081286,1,range_interpolation,400,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012700,1002,1,060730127001002,06073012700,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-01-27 10:39:58.903
32.6298094,-117.0934914,12:27pm,d6725db788cf576283b1849c31a4527e,2022-02-01,12:27pm,500 Woodlawn Ave.,CVL8939,Subject Causing Disturbance,cvpd,subject causing disturbance,08939,2022-02-01 12:27:00,220201L00008939,2022-02-01 11:35:32.790,Disturbance - General,2,HANDLED NO REPORT,citizen,91910,500 BLOCK WOODLAWN AV,,"500 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.629673,-117.093499,1,range_interpolation,500,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-01 11:35:32.790
32.6292468,-117.0941893,12:51pm,7fdef1e0d6dd9adf8f9207d73d4154b6,2022-02-02,12:51pm,720 H St.,CVL9301,Subject Causing Disturbance,cvpd,subject causing disturbance,09301,2022-02-02 12:51:00,220202L00009301,2022-02-02 12:52:16.940,Disturbance - General,3,ASSISTED,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-02 12:52:16.940
32.6292468,-117.0941893,12:01pm,d2f794b6b02e0eea6b0fa008c17ad3f9,2022-02-02,12:01pm,720 H St.,CVL9293,Unknown Problem,cvpd,unknown problem,09293,2022-02-02 12:01:00,220202L00009293,2022-02-02 12:11:12.777,Disturbance - General,2,HANDLED NO REPORT,citizen,91910,700 BLOCK H ST,,"700 BLOCK H ST, Chula Vista, CA, 91910",32.629658,-117.093538,1,range_interpolation,700,H St,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-02 12:11:12.777
32.6332605,-117.0939602,11:24am,b6dd6d612499fc3e02e78cf7dce3b926,2022-02-02,11:24am,400 Oaklawn Ave.,CVL9221,Subject Causing Disturbance,cvpd,subject causing disturbance,09221,2022-02-02 11:24:00,220202L00009221,2022-02-02 09:23:02.800,Disturbance - General,3,HANDLED NO REPORT,citizen,91910,400 BLOCK OAKLAWN AV,,"400 BLOCK OAKLAWN AV, Chula Vista, CA, 91910",32.633406,-117.093836,1,range_interpolation,400,Oaklawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012501,2001,2,060730125012001,06073012501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-02 09:23:02.800
32.640732,-117.088722,5:22pm,71a0e382d6d9a8f5862f8b520ec02f28,2022-02-07,5:22pm,Fifth Ave./ Davidson St.,CVL10884,Collision,cvpd,collision,10884,2022-02-07 17:22:00,220207L00010884,2022-02-07 17:20:58.770,Non-Injury Collision,5,ASSISTED,citizen,91910,FIFTH AV & DAVIDSON ST,,"FIFTH AV & DAVIDSON ST, Chula Vista, CA, 91910",32.640732,-117.088724,1,intersection,,5th Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012402,3006,3,060730124023006,06073012402,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-07 17:20:58.770
32.6298094,-117.0934914,8:55am,c7d6ff91db0d7a66495252a134bcdabd,2022-02-09,8:55am,500 Woodlawn Ave.,CVL11338,Subject Causing Disturbance,cvpd,subject causing disturbance,11338,2022-02-09 08:55:00,220209L00011338,2022-02-09 08:39:05.537,Disturbance - General,3,ASSISTED,citizen,91910,500 BLOCK WOODLAWN AV,,"500 BLOCK WOODLAWN AV, Chula Vista, CA, 91910",32.629673,-117.093499,1,range_interpolation,500,Woodlawn Ave,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau,2022,06,06073,Chula Vista,0613392,012600,1002,1,060730126001002,06073012600,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,,2022-02-09 08:39:05.537
