lat_map,lon_map,time,id,date_x,time_s,address_map,incident_id,type,department,clean-type,match,population_exposed,households_exposed,total_blocks,date_y
32.63998083,-117.08271223,1:55pm,55a1fb6dab54e24b8537c7f12a4fe725,2021-07-01,1:55pm,315 4th Ave,,,cvpd,,,11932.0,4474.0,30.0,2021-07-01
32.61408,-116.975275,4:20pm,15759cef724c96374c1a93419d41dd53,2021-07-01,4:20pm,WOLF CANYON/PEABODY,L054372,DOMESTIC VIOLENCE,cvpd,domestic violence,54372,1635.0,491.0,14.0,2021-07-01
32.630147,-117.094228,4:09pm,b7235cf661360dc6e3ad6dad7aff335f,2021-07-01,4:09pm,745 H,L054334,UNKNOWN PROBLEM,cvpd,unknown problem,54334,,,,
32.6483145,-117.092483,4:02pm,171d95280b64377eafadaef80590acd0,2021-07-01,4:02pm,500 SEA VALE CT,L054331,TRAFFIC COLLISION,cvpd,traffic collision,54331,,,,
32.6175204,-117.0713635,3:05pm,2dde46cad7d7d0103a9b42dcf9514aec,2021-07-01,3:05pm,330 MOSS,L054364,DOMESTIC VIOLENCE,cvpd,domestic violence,54364,2326.0,842.0,2.0,2021-07-01
32.6466667,-117.0032005,2:20pm,191104f80d1f83e28e6baac695d4fa47,2021-07-01,2:20pm,700 OTAY LAKES,L054347,MENTAL ISSUE,cvpd,mental issue,54347,2410.0,843.0,3.0,2021-07-01
32.6072314,-117.0304996,1:40pm,310625cab3008432b070b7041b13abbf,2021-07-01,1:40pm,1500 Concord Wy.,CV2108267,Assault with Deadly Weapon,cvpd,assault with deadly weapon,08267,,,,
32.6459838,-116.9666406,1:20pm,047e34e7c5f41d7f7a31569dba73555e,2021-07-01,1:20pm,TELEGRAPH/OTAY LAKES,L054300,TRAFFIC HAZARD,cvpd,traffic hazard,54300,,,,
32.6234937,-117.0560093,1:17pm,ba51299e056e8b83b117aad6f363482f,2021-07-01,1:17pm,900 BARRETT,L054318,FIGHT,cvpd,fight,54318,1250.0,442.0,3.0,2021-07-01
32.6370094,-117.0594128,12:32pm,e8a55fc6c6a11874d25dd6373c954b24,2021-07-01,12:32pm,555 CLAIRE,L054289,WELFARE CHECK,cvpd,welfare check,54289,,,,
32.6481472,-116.9876181,12:13pm,638241e2bd3391648e1fbea868756312,2021-07-01,12:13pm,800 RUTGERS,L054293,RECKLESS DRIVERS,cvpd,reckless drivers,54293,6329.0,2094.0,17.0,2021-07-01
32.6378468,-117.0630617,12:09pm,6dbb18587638c02f2856edc0cde02a21,2021-07-01,12:09pm,00 E SHASTA,L054289,WELFARE CHECK,cvpd,welfare check,54289,3682.0,1377.0,19.0,2021-07-01
32.6221572,-117.0862575,11:42am,707ffaa9c0ca16766b29cc1e673853d3,2021-07-01,11:42am,730 BROADWAY,L054288,BURGLARY,cvpd,burglary,54288,7293.0,2731.0,43.0,2021-07-01
32.6429414,-117.0801892,10:43am,0d4b19ad036e71a9377bd91e5e5e34b5,2021-07-01,10:43am,255 3RD,L054274,GRAND THEFT,cvpd,grand theft,54274,2239.0,926.0,17.0,2021-07-01
32.6212583,-116.9860531,10:13am,8f7155815e0753f4d58c0334092ae6ed,2021-07-01,10:13am,1600 SANTA VENETIA,L054263,DOMESTIC VIOLENCE,cvpd,domestic violence,54263,4925.0,1510.0,21.0,2021-07-01
32.6805096,-117.1048744,9:28am,706a8b9ab0dd3a783a5a3b684e6d945b,2021-07-01,9:28am,315 4TH,L0544253,RESTRAINING ORDER VIOLATION,cvpd,restraining order violation,44253,1840.0,798.0,6.0,2021-07-01
32.6072314,-117.0304996,12:55pm,6a6d1eb7d9a8e0101ce3ede56faacece,2021-07-01,12:55pm,1500 CONCORD,L054313,ASSAULT WITH A DEADLY WEAPON,cvpd,assault with a deadly weapon,54313,10261.0,3129.0,41.0,2021-07-01
32.6022197,-117.0692582,4:03pm,5db1d2295546e6d0d2726877c1c081e2,2021-07-02,4:03pm,Fourth Ave./ Orange Ave.,CVL54655,Welfare Check,cvpd,welfare check,54655,11911.0,4393.0,34.0,2021-07-02
32.6137073,-117.0691405,3:51pm,5305067ac4aacf330ebec6288fb8c164,2021-07-02,3:51pm,Third Ave./ Naples St.,CVL54637,Vehicle Theft,cvpd,vehicle theft,54637,4709.0,1738.0,6.0,2021-07-02
32.6044951,-117.0510116,4:36pm,38a52f929da76fa8b0fb4298ded98c23,2021-07-02,4:36pm,20 E. Rienstra St.,CVL54665,Fight,cvpd,fight,54665,7693.0,2443.0,21.0,2021-07-02
32.625087,-116.9667112,1:47pm,1ef43c753c4528e87a22c35916a07cb5,2021-07-02,1:47pm,2015 Birch Rd.,CVL54613,Subject Causing Disturbance,cvpd,subject causing disturbance,54613,1641.0,614.0,10.0,2021-07-02
32.61740787,-117.07164736,5:35pm,1f9891bd428cfb77c49482b3319f113a,2021-07-02,5:35pm,330 Moss St,,,cvpd,,,7893.0,2542.0,21.0,2021-07-03
32.6709216,-117.0419419,1:18pm,c9b47e3b8a4789aa98432960473b0115,2021-07-02,1:18pm,SR-54/ I-805,CVL54605,Fire,cvpd,fire,54605,2610.0,1072.0,15.0,2021-07-02
32.6154199,-117.0901313,2:51pm,bcdcbd089f22e1a58cac95b4eea8087e,2021-07-02,2:51pm,Industrial Blvd./ L St.,CVL54631,Reckless Driver,cvpd,reckless driver,54631,7407.0,2495.0,15.0,2021-07-02
32.6457082,-117.0947431,4:42pm,4f409fb4ef2a837cf7ff39bcccc77c16,2021-07-02,4:42pm,75 N. Broadway,CVL54668,Assault,cvpd,assault,54668,2964.0,1143.0,15.0,2021-07-02
32.6398307,-117.0748503,2:20pm,c9f0e82ea2786978ff7e70fad7aef24a,2021-07-02,2:20pm,200 Madrona St.,CVL54608,Subjects Causing Disturbance,cvpd,subjects causing disturbance,54608,,,,
32.6378566,-117.092163,1:53pm,b689ab590e70abf0b6bb4de96cbc3872,2021-07-02,1:53pm,300 Broadway,CVL54624,Welfare Check,cvpd,welfare check,54624,4799.0,2103.0,10.0,2021-07-02
32.6286,-117.0635102,1:02pm,5d6e8d33039867db32064e4a988739cc,2021-07-02,1:02pm,780 Hilltop Dr.,CVL54598,Indecent Exposure,cvpd,indecent exposure,54598,4218.0,1415.0,15.0,2021-07-02
32.6064137,-117.0799776,12:43pm,8ed7e59140b596386eafd8e3f2c985c7,2021-07-02,12:43pm,Broadway/ Oxford St.,CVL54599,Person Down,cvpd,person down,54599,10462.0,3534.0,16.0,2021-07-02
32.6475513,-117.0886218,11:50am,aacd83e28fcbb257b0990f0a5eabfc29,2021-07-02,11:50am,400 Casselman St.,CVL54593,Domestic Violence,cvpd,domestic violence,54593,3212.0,1225.0,11.0,2021-07-02
32.6412851,-117.0327452,11:09am,fb7629bda9505620f36f35ef7aabfb38,2021-07-02,11:09am,700 N. Rancho Del Rey Pkwy.,CVL54579,Suspicious Circumstances,cvpd,suspicious circumstances,54579,6196.0,2029.0,12.0,2021-07-02
32.6105634,-117.0809942,10:55am,e86f0c9dcf5422c33b1ab4cd16d07d57,2021-07-02,10:55am,1097 Broadway,CVL54577,Subject Causing Disturbance,cvpd,subject causing disturbance,54577,5140.0,1750.0,8.0,2021-07-02
32.6305396,-116.9765444,10:45am,627d611449011897b930f3303167734b,2021-07-02,10:45am,1900 Mount Bullion Dr.,CVL54572,Fight,cvpd,fight,54572,3122.0,977.0,26.0,2021-07-02
32.6356345,-117.0568234,1:10pm,8a4962269d4fdeca66181fc2db1ea35f,2021-07-02,1:10pm,600 Dennis Ave.,CVL54603,Restraining Order Violation,cvpd,restraining order violation,54603,,,,
32.5964484,-116.9988168,10:03am,c8323476d403d91939edf9e6313a2dc4,2021-07-02,10:03am,1100 Calle Deceo,CVL54563,Assault,cvpd,assault,54563,2639.0,806.0,15.0,2021-07-02
32.6196003,-116.9652447,5:23pm,2b27a41a65b2fa2db42dcb2c2939df75,2021-07-03,5:23pm,Artisan St./ Orion Ave.,CVL54964,Unknown Problem ,cvpd,unknown problem,54964,1431.0,694.0,10.0,2021-07-04
32.6583315,-116.9711889,3:32pm,0877f27a0de8ae364b7cbde746c87557,2021-07-03,3:32pm,2200 Mackenzie Creek Rd.,CVL54949,Stolen Vehicle,cvpd,stolen vehicle,54949,3886.0,1330.0,14.0,2021-07-03
32.6478694,-116.9288382,3:08pm,a07b456682403d8c7e624b95c22610b5,2021-07-03,3:08pm,1750 Wueste Rd.,CVL54937,Suspicious Circumstances,cvpd,suspicious circumstances,54937,9826.0,3350.0,50.0,2021-07-03
32.6159924,-117.0745223,2:16pm,106d18da2c116eb3143d5ae350a91394,2021-07-03,2:16pm,1000 Fourth Ave.,CVL54933,Suspicious Person,cvpd,suspicious person,54933,2326.0,842.0,2.0,2021-07-03
32.6478694,-116.9288382,1:53pm,62f10e197fae3ea6c9df58fcb972514d,2021-07-03,1:53pm,Otay Lakes Rd./ Mile Marker 5,CVL54936,Collision,cvpd,collision,54936,4970.0,1927.0,27.0,2021-07-03
32.6493824,-117.0667893,1:06pm,ff3a0abbcde3246c8f6082be28f6361e,2021-07-03,1:06pm,00 E. Flower St.,CVL54922,Suspicious Circumstances,cvpd,suspicious circumstances,54922,5494.0,2252.0,31.0,2021-07-03
32.6220554,-117.0405308,5:15pm,5e738fdaa434b9aac508adbb61a05d75,2021-07-03,5:15pm,I-805/ H St.,CVL54961,Collision,cvpd,collision,54961,3441.0,1197.0,24.0,2021-07-04
32.6031576,-117.0851599,11:56am,1b9da2f712c3bfe83a34a1644f5e17c2,2021-07-03,11:56am,1265 Industrial Blvd.,CVL54906,Welfare Check,cvpd,welfare check,54906,10799.0,3510.0,17.0,2021-07-03
32.7136344,-117.158309,11:09am,a8f081130175a3229bcb0e4424e4b00c,2021-07-03,11:09am,700 F St.,CVL54894,Welfare Check,cvpd,welfare check,54894,4040.0,1772.0,13.0,2021-07-03
32.6505276,-117.0880467,10:59am,613e9ee204979e43f5707235c33f4b31,2021-07-03,10:59am,Fourth Ave./ C St.,CVL54888,Subject Causing Disturbance,cvpd,subject causing disturbance,54888,2469.0,933.0,8.0,2021-07-03
32.6407136,-116.9980644,10:52am,5ff3e06307ed3950dfa203d661e0932c,2021-07-03,10:52am,900 Otay Lakes Rd.,CVL54896,Collision,cvpd,collision,54896,1996.0,696.0,6.0,2021-07-03
32.627937,-117.0412309,9:19am,889fc58ca7182e8ae5821ed47d5f8586,2021-07-03,9:19am,500 Telegraph Canyon Rd.,CV2108345,Assault with Deadly Weapon,cvpd,assault with deadly weapon,08345,6449.0,2105.0,24.0,2021-07-03
32.6171389,-117.0704775,10:05am,adb282c6a3b66a87236497088b0e8ef4,2021-07-03,10:05am,300 Moss St.,CVL54884,Fire Department Cover,cvpd,fire department cover,54884,2326.0,842.0,2.0,2021-07-03
32.6047624,-117.0810631,9:46am,fb1bdc51f8f79b0073f1da0dbaccd49d,2021-07-03,9:46am,1240 Broadway,CVL54876,Welfare Check,cvpd,welfare check,54876,7658.0,2545.0,10.0,2021-07-03
32.60659,-117.0844,12:15pm,2681edc0b46a3fdbee40b80f9037b28b,2021-07-03,12:15pm,670 Oxford St.,CVL54902,Subject Causing Disturbance,cvpd,subject causing disturbance,54902,,,,
32.6210576,-117.0987526,5:25pm,799c37fbf55dd80f524c504a1c9bd4cb,2021-07-04,5:25pm,900 Marina Wy.,CVL55308,Subjects Causing Disturbance,cvpd,subjects causing disturbance,55308,4594.0,1691.0,19.0,2021-07-05
32.603989,-117.0856962,5:15pm,6414efc1552d979dbb102c76263813ab,2021-07-04,5:15pm,Palomar St./ Industrial Blvd.,CVL55312,Suspicious Circumstances,cvpd,suspicious circumstances,55312,,,,
32.6022197,-117.0692582,5:13pm,d13943c34bff9706834db11d72c823e1,2021-07-04,5:13pm,Fourth Ave./ Orange Ave.,CVL55310,Collision,cvpd,collision,55310,5218.0,1881.0,6.0,2021-07-05
32.6368282,-117.0874442,4:55pm,3daaca5474d0d0b691d301cf6b68b867,2021-07-04,4:55pm,Fifth Ave./ Oxford St.,CVL55303,Welfare Check,cvpd,welfare check,55303,9967.0,3431.0,13.0,2021-07-04
32.604592,-117.0388907,3:48pm,3e638e9bc2f9a5c48d2b8f4fbcb9d313,2021-07-04,3:48pm,E. Orange Ave./ Melrose Ave.,CVL55289,Collision,cvpd,collision,55289,10462.0,3215.0,30.0,2021-07-04
32.6298124,-117.0019038,2:07pm,02157a846afdd342adfe48b88892d930,2021-07-04,2:07pm,Telegraph Canyon Rd./ Buena Vista Wy.,CVL55268,Unknown Problem,cvpd,unknown problem,55268,3104.0,1071.0,5.0,2021-07-04
32.6166789,-116.9539668,1:33pm,cc7cf06f5240dfce51693d01317e6f25,2021-07-04,1:33pm,1945 Discovery Falls Dr.,CVL55262,Reckless Driver,cvpd,reckless driver,55262,7784.0,2681.0,30.0,2021-07-04
32.638044,-117.0824422,1:14pm,eef1d339c08cfb483f8672d2ba3c9258,2021-07-04,1:14pm,385 Park Wy.,CVL55260,Assault,cvpd,assault,55260,732.0,322.0,4.0,2021-07-04
32.5947691,-117.0690226,12:39pm,ac7ee46430f59e1580ce662e913c9c1f,2021-07-04,12:39pm,Fourth Ave./ Main St.,CVL55248,Subject Causing Disturbance,cvpd,subject causing disturbance,55248,6282.0,2217.0,10.0,2021-07-04
32.6342725,-117.0681672,11:39am,32809795ab20e7e8dde25f75c3277804,2021-07-04,11:39am,100 Whitney St.,CVL55237,Vandalism,cvpd,vandalism,55237,3335.0,1402.0,12.0,2021-07-04
32.629185,-117.0896131,11:04am,cef961ed67d32b760e22e88bfb66d817,2021-07-04,11:04am,542 Broadway,CVL55225,Weapon Threat,cvpd,weapon threat,55225,3868.0,1354.0,12.0,2021-07-04
32.637735,-117.0780521,10:25am,e29c9a18160f787e01cf516cbdb8e867,2021-07-04,10:25am,403 Third Ave.,CVL55205,Theft,cvpd,theft,55205,1437.0,639.0,6.0,2021-07-04
32.6024412,-117.0590629,2:30pm,4d7c4b364aa134c12f4e024dd47dbfaf,2021-07-04,2:30pm,1425 Second Ave.,CVL55279,Burglary,cvpd,burglary,55279,6698.0,2482.0,12.0,2021-07-04
32.6138386,-117.0737281,3:26pm,d8796dc22da64076a590e6a109c691eb,2021-07-05,3:26pm,400 Nickman St.,CVL55685,Suspicious Circumstances,cvpd,suspicious circumstances,55685,2716.0,959.0,4.0,2021-07-05
32.6258694,-116.9745269,4:05pm,39894e10930d60dfac18bd8dd3584dc8,2021-07-05,4:05pm,1900 Caminito De La Cruz,CVL55701,Domestic Violence,cvpd,domestic violence,55701,963.0,313.0,10.0,2021-07-05
32.6348194,-117.091222,3:57pm,6f1c2fbfa0d341c208dafaa42dd9c6b5,2021-07-05,3:57pm,394 Broadway,CVL55698,Vehicle Theft,cvpd,vehicle theft,55698,4238.0,1558.0,7.0,2021-07-05
32.638044,-117.0824422,12:46pm,2281fa01eb1911ef829aaa3cc1534a06,2021-07-05,12:46pm,385 Park Wy.,CVL55656,Fire,cvpd,fire,55656,723.0,322.0,4.0,2021-07-05
32.6583315,-116.9711889,1:53pm,1a317100b9369d59d3051ceafbd0882d,2021-07-05,1:53pm,2200 Mackenzie Creek Rd.,CVL55668,Missing Child,cvpd,missing child,55668,8318.0,2727.0,29.0,2021-07-05
32.60659,-117.0844,12:25pm,42178e98ac6c716d8b3fd9b72642cb49,2021-07-05,12:25pm,670 Oxford St.,CVL55646,Welfare Check,cvpd,welfare check,55646,,,,
32.6358678,-117.0992377,12:17pm,05c9541c8bfa0db405415926eb6e09e6,2021-07-05,12:17pm,800 Lagoon Dr.,CVL55639,Subject Causing Disturbance,cvpd,subject causing disturbance,55639,11530.0,4432.0,43.0,2021-07-05
32.608699,-117.081237,12:04pm,29ea6b19fc4d39ef9714bea73d7368f5,2021-07-05,12:04pm,1130 Broadway,CVL55637,Traffic Hazard,cvpd,traffic hazard,55637,7401.0,2554.0,9.0,2021-07-05
32.6236214,-117.086993,11:20am,26f78027cbecc9c12e726de464f4f784,2021-07-05,11:20am,706 Broadway,CVL55633,Welfare Check,cvpd,welfare check,55633,3068.0,1144.0,15.0,2021-07-05
32.6361751,-117.029313,12:44pm,a1f4e048ef39642fe35931ca4b616675,2021-07-05,12:44pm,E. H St./ Paseo Del Rey,CVL55661,Traffic Hazard,cvpd,traffic hazard,55661,5502.0,1879.0,14.0,2021-07-05
32.6065007,-117.0530777,11:45am,0d49d70ad584c34ed785ef83a418eebd,2021-07-05,11:45am,1400 Hilltop Dr.,CVL55637,Suspicious Person,cvpd,suspicious person,55637,7170.0,2299.0,17.0,2021-07-05
32.6300709,-117.0926315,1:58pm,4f6a3caed4fb455750abdfdac5555333,2021-07-06,1:58pm,Oaklawn Ave./ H St.,CVL55933,Welfare Check,cvpd,welfare check,55933,3718.0,1309.0,21.0,2021-07-06
32.6233779,-117.0888002,5:10pm,52563c4d8282bd0ef421478886a00ff2,2021-07-06,5:10pm,700 Madison Ave.,CVL55989,Shots Heard,cvpd,shots heard,55989,2746.0,924.0,12.0,2021-07-07
32.617405,-117.07164578,4:03pm,b9b1ed39410cd367aa961d6450fe7cef,2021-07-06,4:03pm,330 Moss St,,,cvpd,,,3850.0,1293.0,8.0,2021-07-06
32.6240122,-117.0595584,3:41pm,80fb1030a8b90f8323889a777281c54e,2021-07-06,3:41pm,E. L St./ Hilltop Dr.,CVL55958,Reckless Driver,cvpd,reckless driver,55958,1204.0,429.0,2.0,2021-07-06
32.6200149,-117.0874971,2:41pm,a6e3b18ef0df627b8fc4325389cbd2ae,2021-07-06,2:41pm,K St./ Madison Ave.,CVL55934,Suspicious Person,cvpd,suspicious person,55934,4781.0,1642.0,23.0,2021-07-06
32.5947133,-117.0536878,1:18pm,ce44be1fcac8d938f60e8d381ebfc382,2021-07-06,1:18pm,Main St./ Mace St.,CVL55931,Hit and Run,cvpd,hit and run,55931,16112.0,5440.0,42.0,2021-07-06
32.6360813767148,-117.029618620976,12:08pm,0311125c6da9e2bbeae125a7ee3070f6,2021-07-06,12:08pm,E H St & Paseo Del Rey,,,cvpd,,,2339.0,882.0,3.0,2021-07-06
32.6391655,-117.0984616,11:53am,10322a4c746431d8c8f74019c2c69a62,2021-07-06,11:53am,750 E St.,CVL55891,Subject Causing Disturbance,cvpd,subject causing disturbance,55891,5363.0,2062.0,15.0,2021-07-06
32.6239971,-117.0867376,11:37am,0d256d7b53fe667422d4621df77af2ec,2021-07-06,11:37am,700 Broadway,CVL55902,Subject Causing Disturbance,cvpd,subject causing disturbance,55902,3495.0,1203.0,12.0,2021-07-06
32.6361751,-117.029313,10:57am,0f0568e10af809f335a7c5f850ae084d,2021-07-06,10:57am,E. H St./ Paseo Del Rey,CVL55894,Collision,cvpd,collision,55894,3560.0,1145.0,9.0,2021-07-06
32.6413331,-117.0802227,10:16am,7f63d4c3209c86f338469df25e4ec471,2021-07-06,10:16am,300 Third Ave.,CVL55878,Domestic Violence ,cvpd,domestic violence,55878,1991.0,957.0,11.0,2021-07-06
32.6154852,-117.0715014,10:03am,5986e1abc72a3fb22450704258e6f891,2021-07-06,10:03am,1030 Third Ave.,CVL55876,Collision,cvpd,collision,55876,2053.0,751.0,3.0,2021-07-06
32.5926177,-117.0738029,1:45am,a4f2e9a18b32e35c2fb53c94b15f432a,2021-07-06,1:45am,1775 BROADWAY CHULA VISTA CA 91911,CVL210706L00055801,FIRE ,cvpd,fire,55801,,,,
32.6359909,-117.0291331,12:17pm,aad6366daef9acc7f18fa76037287970,2021-07-06,12:17pm,,2108436,Serious Injury Traffic Collision,cvpd,serious injury traffic collision,08436,,,,
32.63996267,-117.08270118,3:56pm,99311140800ca4f901ff82a17be402dd,2021-07-07,3:56pm,315 4th Ave,,,cvpd,,,4900.0,2098.0,9.0,2021-07-07
32.6408719,-117.0989442,5:19pm,56cc862e1e47b73ed2a423685a0d781e,2021-07-07,5:19pm,,,,cvpd,,,,,,
32.6210401,-117.0854057,5:16pm,bb59099c9f07bb39770da30c9fea8996,2021-07-07,5:16pm,BROADWAY/K,L056332,TRAFFIC COLLISION,cvpd,traffic collision,56332,,,,
32.6174279,-117.07165701,5:00pm,8dc1e141829cd5dd3993c4e4f6057534,2021-07-07,5:00pm,330 Moss St,,,cvpd,,,5289.0,1795.0,8.0,2021-07-08
32.629612,-117.0877744,4:15pm,ac6ddca09ce9de1ee05d99d8455e2508,2021-07-07,4:15pm,591 BROADWAY,L056330,THEFT,cvpd,theft,56330,12026.0,4414.0,32.0,2021-07-07
32.6384136,-117.0935654,3:22pm,12c5823fc14c367d96989f7760935dee,2021-07-07,3:22pm,1100 INDUSTRIAL,L056315,TRESPASS JUST,cvpd,trespass just,56315,6184.0,2180.0,16.0,2021-07-07
32.6316081,-116.9410867,10:49am,7c0a1c38a7c99a2313932b05c6ada1db,2021-07-07,10:49am,2700 HAZELNUT,L056225,MISSING JUVENILE,cvpd,missing juvenile,56225,6361.0,2311.0,34.0,2021-07-07
32.649357,-117.098529,1:47pm,7f8d14bc1d4d545a2b8256dc525a5d83,2021-07-07,1:47pm,100 ORANGE,L056283,PERSON DOWN,cvpd,person down,56283,6636.0,2375.0,14.0,2021-07-07
32.63996243,-117.08270292,1:12pm,1763d492454cba565eaa88487a83864c,2021-07-07,1:12pm,315 4th Ave,,,cvpd,,,7610.0,2966.0,24.0,2021-07-07
32.659158,-117.0310874,12:41pm,5b0f117e612bab9d61aabd5ad18efa97,2021-07-07,12:41pm,180 OTAY LAKES RD,L056263,PERSON IN DISTRESS,cvpd,person in distress,56263,5616.0,1905.0,14.0,2021-07-07
32.6845958,-117.100534,12:15pm,e65b5af7aa5e1b432661e92e934e50da,2021-07-07,12:15pm,1200 MELROSE,L056258,FAMILY DISTURBANCE,cvpd,family disturbance,56258,6959.0,2192.0,29.0,2021-07-07
32.6028944,-117.0850632,11:36am,4b0a4c213959236c30fe859dbb420a0a,2021-07-07,11:36am,1200 INDUSTRIAL,L056204,TRAFFIC HAZARD,cvpd,traffic hazard,56204,,,,
32.6392425,-117.0976159,10:41am,7c11c2b8912c2729a2613596e5a89441,2021-07-07,10:41am,710 E,L056220,PERSONS CAUSING A DISTURBANCE,cvpd,persons causing a disturbance,56220,5243.0,2066.0,12.0,2021-07-07
32.61740359,-117.0716644,9:38am,6715145b2e60262ce455882f3e0197dc,2021-07-07,9:38am,330 Moss St,,,cvpd,,,6921.0,2229.0,12.0,2021-07-07
32.6306967,-117.0895486,2:21pm,01a5b8c7417617fa4d26f5239536a78b,2021-07-07,2:21pm,500 BROADWAY,L056303,PERSON CAUSING A DISTURBANCE,cvpd,person causing a disturbance,56303,5174.0,1848.0,14.0,2021-07-07
32.6456716,-117.0956117,2:24pm,1131f77a1092f5967e8067cf7832e4a0,2021-07-08,2:24pm,70 BROADWAY,L056623,PERSON CAUSING A DISTURBANCE,cvpd,person causing a disturbance,56623,6355.0,2403.0,22.0,2021-07-08
32.6226539,-117.08347,5:20pm,efb8feb27901a3043b4703d87cdbf83a,2021-07-08,5:20pm,CEDAR AVE,L056689,SIRIUS DISTRESS CALL,cvpd,sirius distress call,56689,3367.0,1267.0,12.0,2021-07-09
32.5926655,-117.0438979,5:11pm,fc855ac8bd785791e6a13bc83a6d13c4,2021-07-08,5:11pm,200 REGENCY CT,L056680,DOMESTIC VIOLENCE,cvpd,domestic violence,56680,12820.0,3930.0,34.0,2021-07-09
32.6373841,-116.9705296,4:35pm,e13606ed88aecc564f7e7bf5a74e1ba2,2021-07-08,4:35pm,1200 TRAPANI COVE,L056668,RESTRAINING ORDER VIOLATION,cvpd,restraining order violation,56668,805.0,267.0,10.0,2021-07-08
32.6140456,-117.0711024,3:29pm,cad902ec379ab6d145365b90a4659a54,2021-07-08,3:29pm,1058 3RD,L056661,ROBBERY/DURESS ALARM,cvpd,robbery/duress alarm,56661,4709.0,1738.0,6.0,2021-07-08
32.658612,-116.972975,3:15pm,bfea87212ec76c8bbc1aa3a2da094269,2021-07-08,3:15pm,2200 LAGO MADERO,L056589,BURGLARY,cvpd,burglary,56589,1782.0,614.0,14.0,2021-07-08
32.6083407,-117.0799139,2:19pm,f1640235d504577ecb56767e7535d583,2021-07-08,2:19pm,1177 BROADWAY,L056619,PERSON CAUSING A DISTURBANCE,cvpd,person causing a disturbance,56619,2326.0,842.0,2.0,2021-07-08
32.6449078,-117.0359155,10:04am,ccb518faa291a7d6ebdf9adca5a1c52d,2021-07-08,10:04am,700 TERRA NOVA,L056565,TRAFFIC COLLISION,cvpd,traffic collision,56565,5128.0,1659.0,11.0,2021-07-08
32.6333964,-117.0818848,12:44pm,442458094b3e945114c5e9d6097a5566,2021-07-08,12:44pm,400 H,L056612,MENTAL ISSUE,cvpd,mental issue,56612,2395.0,940.0,12.0,2021-07-08
32.7145141,-117.1574699,12:21pm,7b47962d5115cbcc2fe38f861e764e68,2021-07-08,12:21pm,745 E,L056578,ATTEMPT SUICIDE,cvpd,attempt suicide,56578,,,,
32.5946794,-117.0479729,12:17pm,bffb4732e6a42f291412e4a113f9ef5e,2021-07-08,12:17pm,MAIN ST,L056609,PURSUIT,cvpd,pursuit,56609,5195.0,1755.0,11.0,2021-07-08
32.7093981,-117.160133,11:35am,f34326558dd3a4504a3889108d0099de,2021-07-08,11:35am,J ST MARINA,CV2108537,GUN,cvpd,gun,08537,5737.0,2012.0,22.0,2021-07-08
32.5759877,-117.0835684,11:04am,0d292e56601463885e0d9201ff6a700c,2021-07-08,11:04am,00 MONTE VISTA,L056574,DOMESTIC VIOLENCE,cvpd,domestic violence,56574,9405.0,3595.0,28.0,2021-07-08
32.6099794,-117.08106,10:30am,63f0a4346a8074f745b94c8cb4a8fe8c,2021-07-08,10:30am,BROADWAY/NAPLES,L056559,PERSON WALKING IN TRAFFIC,cvpd,person walking in traffic,56559,3598.0,1328.0,4.0,2021-07-08
32.6099794,-117.08106,10:28am,f6706f4899f212310ed948b17c3b4303,2021-07-08,10:28am,BROADWAY/NAPLES,L056559,PERSON WALKING IN TRAFFIC,cvpd,person walking in traffic,56559,861.0,326.0,1.0,2021-07-08
32.6449542,-116.9994455,9:33am,4ffe1153aac8c88b4692f3c88ddbe733,2021-07-08,9:33am,800 OTAY LAKES,L056492,MENTAL ISSUE,cvpd,mental issue,56492,1724.0,567.0,5.0,2021-07-08
32.6273356,-117.0875446,1:50pm,96f7fb7ab23aa9d3d5aed5d57df7e51f,2021-07-08,1:50pm,609 BROADWAY,L056617,ATTEMPT ROBBERY,cvpd,attempt robbery,56617,,,,
32.61739667,-117.07165328,6:18pm,d6fa0dbda343a1ed169f0999fa0ad40a,2021-07-09,6:18pm,330 Moss St,,,cvpd,,,3708.0,1216.0,17.0,2021-07-10
32.6515556,-117.0870849,4:46pm,f9d49704dea158b8e94e857ffccc5fa3,2021-07-09,4:46pm,30 N GLOVER,L056972,NARCOTICS,cvpd,narcotics,56972,,,,
32.6362501,-117.095267,4:36pm,c6a4a9b1a250510cd0b2f42d3fb14903,2021-07-09,4:36pm,660 F,L056978,DOMESTIC VIOLENCE,cvpd,domestic violence,56978,6113.0,2544.0,10.0,2021-07-09
32.6019287,-117.0842827,4:16pm,63a837e8c599682d673ffcaa716d7b1c,2021-07-09,4:16pm,1265 INDUSTRIAL,L056959,VEHICLE BURGLARY,cvpd,vehicle burglary,56959,,,,
32.6410531,-117.0938995,3:36pm,99dd8457e79aa5ba65e2c78c416aab55,2021-07-09,3:36pm,200 BROADWAY,L056969,TRAFFIC COLLISION,cvpd,traffic collision,56969,6596.0,2462.0,21.0,2021-07-09
32.6061695,-117.0548518,3:30pm,b36caa87e3c346b92a9bb0778ee58cf2,2021-07-09,3:30pm,1400 TOBIAS,L056969,FAMILY DISTURBANCE,cvpd,family disturbance,56969,18393.0,6196.0,35.0,2021-07-09
