lat_map,lon_map,time,id,date_x,time_s,address_map,incident_id,type,department,clean-type,match,population_exposed,households_exposed,total_blocks,date_y
32.6128697,-117.0865563,9:13am,c76c45f8dfc041eb9af786569548e6e7,2022-01-08,9:13am,658 Moss,L001993,Hot Prowl Burglary,cvpd,hot prowl burglary,01993,4953.0,1792.0,10.0,2022-01-08
32.639889,-117.0976342,6:57am,50299bf05e7e0564236734c025c8712a,2022-01-08,6:57am,700 E,CV2200308,Robbery,cvpd,robbery,00308,5748.0,2430.0,33.0,2022-01-08
32.6211345,-117.0987064,10:56am,bcd5848b9572b2249e64637cce09d8d4,2022-01-08,10:56am,800 Marina Pkwy,L002017,Suicidal Person,cvpd,suicidal person,02017,4904.0,1806.0,23.0,2022-01-08
32.6561453,-117.0824756,2:48pm,1c9d06e8a9a634d31a270d3da1923195,2022-01-09,2:48pm,100 N Second Ave,CVL002316,Subject throwing rocks,cvpd,subject throwing rocks,02316,2950.0,1218.0,20.0,2022-01-09
32.6319522,-117.0718617,1:07pm,4284def5bf616e2dd2c5fc8a76d32e8e,2022-01-09,1:07pm,200 I Street,CVL002277,Subject causing disturbance,cvpd,subject causing disturbance,02277,3549.0,1637.0,10.0,2022-01-09
32.5984543,-117.0645288,12:43pm,a9cbacfeb5809d44ec1226deba33b31b,2022-01-09,12:43pm,300 Anita Street,CVL002300,415 Family/ 5150,cvpd,415 family/ 5150,02300,6010.0,2140.0,9.0,2022-01-09
32.63948,-117.0790033,12:17pm,3725525ad86cdeecc4bd4370d44a2dab,2022-01-09,12:17pm,00 Third Avenue,2200355,Vandalism,cvpd,vandalism,00355,3145.0,1147.0,11.0,2022-01-09
32.604516,-117.0745794,10:56am,161c7f8c2159eb7f58b3bcaced578ed3,2022-01-09,10:56am,500 Palomar Street,CVL002287,Domestic Violence,cvpd,domestic violence,02287,7318.0,2732.0,12.0,2022-01-09
32.6375201,-117.0755931,10:16am,264964a6a62e2d893eb63490996ec7a4,2022-01-09,10:16am,400 Del Mar Ct,L002275,FD Cover,cvpd,fd cover,02275,4157.0,1712.0,12.0,2022-01-09
32.6145996,-117.0388706,10:08am,742edfc885951eb22d50ca7509b43917,2022-01-09,10:08am,1300 Nacion Ave,L002279,Suspicious Vehicle,cvpd,suspicious vehicle,02279,4601.0,1439.0,14.0,2022-01-09
32.637817,-117.06498,10:57am,2290a8b1b33838e48cd22bbdf49af1fe,2022-01-09,10:57am,500 Hilltop Drive,CVL002283,Burglary Alarm,cvpd,burglary alarm,02283,3637.0,1334.0,23.0,2022-01-09
32.6306967,-117.0895486,2:16pm,de1be42b576d5d7f55d76d1a419459b5,2022-01-10,2:16pm,500 Broadway,CVL2553,Subject Causing Disturbance,cvpd,subject causing disturbance,02553,3961.0,1393.0,13.0,2022-01-10
32.6315749,-117.0583634,4:29pm,6fa902088bf88ba51c7063f65824d3f3,2022-01-10,4:29pm,100 E. J St.,CVL2606,Suspicious Vehicle ,cvpd,suspicious vehicle,02606,6715.0,2512.0,30.0,2022-01-11
32.6361751,-117.029313,3:32pm,a769a44eeaee18fd0fdc6e062af714a2,2022-01-10,3:32pm,E. H St./ Paseo Del Rey,CVL2595,Welfare Check,cvpd,welfare check,02595,5067.0,1778.0,7.0,2022-01-10
32.637735,-117.0780521,3:32pm,3e874446201bd1a333c489b1a54e1931,2022-01-10,3:32pm,403 Third Ave.,CVL2572,Subject Causing Disturbance,cvpd,subject causing disturbance,02572,2062.0,921.0,6.0,2022-01-10
32.646635,-116.9689774,3:31pm,5981576c057984c14bc1c542be49037c,2022-01-10,3:31pm,2200 Otay Lakes Rd.,CVL2583,Subject Causing Disturbance,cvpd,subject causing disturbance,02583,438.0,145.0,6.0,2022-01-10
32.61828003,-116.96932432,2:54pm,dc582388547a07411d5594e49224060c,2022-01-10,2:54pm,2400 Fenton Pkwy.,CVL2579,Subject Causing Disturbance,cvpd,subject causing disturbance,02579,5782.0,1866.0,17.0,2022-01-10
32.630841,-117.0761157,1:40pm,67c8f1836cfe119c6e62f71e3462282d,2022-01-10,1:40pm,600 Third Ave.,CVL2540,Subject Causing Disturbance,cvpd,subject causing disturbance,02540,3701.0,1561.0,13.0,2022-01-10
32.630947,-117.089447,1:18pm,c9e74a54117439780de342d042ba31cb,2022-01-10,1:18pm,600 H St.,CVL2544,Subject Causing Disturbance,cvpd,subject causing disturbance,02544,5834.0,2057.0,16.0,2022-01-10
32.61741958,-117.07164607,11:31am,50935bcdf5e4f9f23d3ed53be763fd88,2022-01-10,11:31am,1200 Broadway,CVL2517,Subject Causing Disturbance,cvpd,subject causing disturbance,02517,10324.0,3547.0,14.0,2022-01-10
32.6501426,-117.0756617,10:04am,4d7aed7eb1c9262528b20ae4fc4a633b,2022-01-10,10:04am,100 Minot Ave.,CVL2467,Welfare Check,cvpd,welfare check,02467,3348.0,1338.0,21.0,2022-01-10
32.6080588,-117.0925272,9:05am,08590f58f46fbce165ed324f97d45f74,2022-01-10,9:05am,1100 Bay Blvd.,CVL2500,Suspicious Person,cvpd,suspicious person,02500,7808.0,2516.0,28.0,2022-01-10
32.6277564,-117.0311047,8:00am,5ebc26d24125776908c245266d8667e5,2022-01-10,8:00am,700 Cholla Rd.,CV2200379,Stolen Vehicle,cvpd,stolen vehicle,00379,5343.0,1822.0,9.0,2022-01-10
32.6343694,-117.0772093,7:45am,3d4a49851c15904965fa93c0ecd71846,2022-01-10,7:45am,Third Ave./ H St.,CVL2479,Suspicious Circumstances,cvpd,suspicious circumstances,02479,3890.0,1598.0,10.0,2022-01-10
32.6277564,-117.0311047,6:56am,88e4821da525c5634a910a290be92143,2022-01-10,6:56am,700 Cholla Rd.,CVL2474,Welfare Check,cvpd,welfare check,02474,4123.0,1319.0,9.0,2022-01-10
32.6391655,-117.0984616,12:32pm,b2b552b412d288cd1a3c7e2fa9743e1c,2022-01-11,12:32pm,750 E St.,CVL2831 ,Assault ,cvpd,assault,02831,6757.0,2809.0,16.0,2022-01-11
32.616582,-116.9978772,3:47pm,c546ba577554087cefcbe6e2ea2703a0,2022-01-11,3:47pm,Cathedral Oaks Rd./ Donze Ave.,CVL2895,Domestic Violence,cvpd,domestic violence,02895,2964.0,813.0,24.0,2022-01-11
32.6514354,-117.0898889,3:14pm,911f3c5ceab9386daec35917ea5ccf45,2022-01-11,3:14pm,40 N. Fourth Ave.,CVL2865,Suspicious Person,cvpd,suspicious person,02865,2850.0,1057.0,8.0,2022-01-11
32.6348066,-117.0958071,2:57pm,d98bb91258b2b193bf21b4be1738605e,2022-01-11,2:57pm,706 F St.,CVL2874,Domestic Violence,cvpd,domestic violence,02874,4079.0,1792.0,6.0,2022-01-11
32.626915,-117.083328,1:05pm,97202e7b4fbba2b83c4dee39d99d711e,2022-01-11,1:05pm,Fifth Ave./ E St.,CVL2839,Traffic Hazard,cvpd,traffic hazard,02839,3395.0,1296.0,14.0,2022-01-11
32.6391655,-117.0984616,12:49pm,d558b1c56218196b06f5393b307c264e,2022-01-11,12:49pm,750 E St.,CVL2831,Assault,cvpd,assault,02831,8933.0,3426.0,24.0,2022-01-11
32.630241,-117.0873905,4:32pm,0c8ec0aa105000da38c953aa1daeb68e,2022-01-11,4:32pm,555 Broadway,CVL2801,Welfare Check,cvpd,welfare check,02801,3738.0,1319.0,11.0,2022-01-12
32.6281665,-117.0928332,11:30am,c2e852012651f5b6e38ff9c22aaa85bc,2022-01-11,11:30am,00 Woodlawn Ave.,CVL2805,Welfare Check,cvpd,welfare check,02805,5167.0,1930.0,21.0,2022-01-11
32.63997444,-117.08270233,10:45am,341bbbd6fd4674570b87810bd7c2fdea,2022-01-11,10:45am,315 4th Ave,,,cvpd,,,5582.0,2100.0,22.0,2022-01-11
32.6162576,-116.9895054,10:16am,9a5831ff2a428f2832e7f108f44b8ce3,2022-01-11,10:16am,1600 Via Nopal,CVL2816,Unknown Problem,cvpd,unknown problem,02816,2886.0,854.0,23.0,2022-01-11
32.6099128,-117.0816837,10:11am,0e46979e43a69c96880821675f5aad73,2022-01-11,10:11am,1100 Broadway,CVL2804,Welfare Check,cvpd,welfare check,02804,5056.0,1737.0,6.0,2022-01-11
32.637817,-117.06498,9:55am,7ad9ff2e8fc7ff661e9edb0da82df16d,2022-01-11,9:55am,500 Hilltop Dr.,CVL2796,Collision,cvpd,collision,02796,,,,
32.6482364,-117.0585408,9:51am,f4a82152cb7dc6af723ef794bfb5fc11,2022-01-11,9:51am,00 Bonita Rd.,CVL2781,Subject Causing Disturbance,cvpd,subject causing disturbance,02781,6384.0,2429.0,42.0,2022-01-11
32.6239971,-117.0867376,8:38am,7160afc3a1317670d5ecb6254694841e,2022-01-11,8:38am,700 Broadway,CVL2759,Welfare Check,cvpd,welfare check,02759,2716.0,913.0,12.0,2022-01-11
32.6099128,-117.0816837,8:09am,f9f7c10c0bdd35e42f2b26001d29f1fb,2022-01-11,8:09am,1100 Broadway,CVL2758,Robbery Alarm,cvpd,robbery alarm,02758,2503.0,903.0,3.0,2022-01-11
32.6220554,-117.0405308,7:56am,0816a5ddb7abc8a1d3aae2f6d36244c4,2022-01-11,7:56am,I-805/ H St.,CVL2745,Pursuit,cvpd,pursuit,02745,4259.0,1716.0,21.0,2022-01-11
32.7136932,-117.1611718,10:37am,15666bfa5c013ad04afc4699524fdf7d,2022-01-11,10:37am,800 Fourth Ave.,CVL2809,Subject Causing Disturbance,cvpd,subject causing disturbance,02809,1862.0,665.0,2.0,2022-01-11
32.6105634,-117.0809942,1:14pm,84dd2347ba53c9e211652a1f0f7969bb,2022-01-12,1:14pm,1097 Broadway,CVL3152,Fight,cvpd,fight,03152,9746.0,3514.0,12.0,2022-01-12
32.6039076,-117.0786747,1:20pm,7b351ff2c3e341885bdbaaff33e7ebaf,2022-01-12,1:20pm,Broadway/ Palomar St.,CVL3150,Welfare Check,cvpd,welfare check,03150,,,,
32.6310889,-117.0260175,1:45pm,dc4f78b2e4b3a7d103b4b512d267a25c,2022-01-12,1:45pm,800 Cedarbend Wy.,CVL3164,Missing Person,cvpd,missing person,03164,2408.0,805.0,3.0,2022-01-12
32.629078,-117.039771,2:09pm,7e5348e24f5f1ca322aa5e027268645a,2022-01-12,2:09pm,I-805/ Telegraph Canyon Rd.,CVL3179,Vehicle Fire,cvpd,vehicle fire,03179,3907.0,1199.0,15.0,2022-01-12
32.603989,-117.0856962,4:27pm,d0a78e76f87e8a2eac7453fb01d2d30b,2022-01-12,4:27pm,Palomar St./ Industrial Blvd.,CVL3127,Welfare Check,cvpd,welfare check,03127,6772.0,2184.0,13.0,2022-01-13
32.622761,-117.036972,3:33pm,c712f43177169d80fc76167a0e167d4a,2022-01-12,3:33pm,1100 Oleander Ave.,CVL3207,Subject Causing Disturbance,cvpd,subject causing disturbance,03207,2397.0,764.0,8.0,2022-01-12
32.6390075,-117.088057,3:34pm,e61341e1be12fdec4fe3ea3f77a8fe36,2022-01-12,3:34pm,500 F St.,CVL3193,Subject Causing Disturbance,cvpd,subject causing disturbance,03193,3159.0,1266.0,9.0,2022-01-12
32.6391655,-117.0984616,2:29pm,78172aed43ed02044e25b8494699b063,2022-01-12,2:29pm,750 E St.,CVL3168,Subject Causing Disturbance,cvpd,subject causing disturbance,03168,5163.0,2014.0,15.0,2022-01-12
32.6390402,-117.101454,12:16pm,ac6c5f5ec7e18c179ccb1378cff09221,2022-01-12,12:16pm,Bay Blvd./ E St.,CVL3136,Collision,cvpd,collision,03136,3664.0,1437.0,13.0,2022-01-12
32.5945058,-117.0410894,12:38pm,dbc2a08cf7b34c3c0e1bb0e6ab944ad0,2022-01-12,12:38pm,4270 Main St.,CVL3056,Subject Causing Disturbance,cvpd,subject causing disturbance,03056,9971.0,3412.0,18.0,2022-01-12
32.604592,-117.0388907,11:43am,ed2498074561e51f120015c5c62e0875,2022-01-12,11:43am,Melrose Ave./ E. Orange Ave.,CVL3057,Subject Causing Disturbance,cvpd,subject causing disturbance,03057,9880.0,3051.0,32.0,2022-01-12
32.62112,-117.0836816,11:06am,e0e9ec84b936a49343034b81019480cd,2022-01-12,11:06am,800 Beech Ave.,CVL3111,Suspicious Person,cvpd,suspicious person,03111,1459.0,489.0,5.0,2022-01-12
32.6441497,-117.076522,10:39am,7905073142a8209bf35759b1d93fb2e5,2022-01-12,10:39am,200 Davidson St.,CVL3091,Welfare Check,cvpd,welfare check,03091,434.0,176.0,3.0,2022-01-12
32.6240122,-117.0595584,9:34am,58de28ba8fb7caab30be676325b62559,2022-01-12,9:34am,Hilltop Dr./ L St.,CVL3081,Welfare Check,cvpd,welfare check,03081,1925.0,646.0,6.0,2022-01-12
32.7138553,-117.1587941,8:04am,aa2a24e8de38d2bdcc9839aa322a68cf,2022-01-12,8:04am,600 F St.,CVL3050,Suspicious Person,cvpd,suspicious person,03050,5780.0,2430.0,10.0,2022-01-12
32.6337859,-117.0831777,8:00am,9591b878f47520b7368815840e1f8849,2022-01-12,8:00am,435 H St.,CVL3044,Unknown Problem,cvpd,unknown problem,03044,,,,
32.6447557,-117.0812393,7:31am,6c42403faea6a76abed8f58d44e2c282,2022-01-12,7:31am,Third Ave./ E St.,CVL3044,Hit and Run,cvpd,hit and run,03044,8138.0,3249.0,27.0,2022-01-12
32.5984543,-117.0645288,7:04am,fe67234f84cd2cbd50461e4b8d983d85,2022-01-12,7:04am,Third Ave./ Anita St.,CVL3037,Unknown Problem,cvpd,unknown problem,03037,7231.0,2652.0,9.0,2022-01-12
32.6020706,-117.0645027,12:08pm,fdf16fc5a1bb0d73ad25fef1f32ad3ef,2022-01-12,12:08pm,300 Orange Ave.,CVL3072,Restraining Order Violation,cvpd,restraining order violation,03072,8376.0,2897.0,9.0,2022-01-12
32.6447557,-117.0812393,3:33pm,63729b44241cd03f6f1f35bfb7cbaed7,2022-01-13,3:33pm,Third Ave./ E St.,CVL3462,Robbery Alarm ,cvpd,robbery alarm,03462,532.0,225.0,7.0,2022-01-13
32.604592,-117.0388907,2:23pm,3df4b7aa7f9ee98c2e69a0af2aa3d1c0,2022-01-13,2:23pm,E. Orange Ave./ Melrose Ave.,CVL3446,Collision,cvpd,collision,03446,5953.0,1822.0,16.0,2022-01-13
32.635498,-116.9600371,12:16pm,9bc7407100ff324441e47ae7d05937ee,2022-01-13,12:16pm,Green River Dr./ Alisal Ln.,CVL3417,Suspicious Vehicle,cvpd,suspicious vehicle,03417,5490.0,1690.0,16.0,2022-01-13
32.6040991,-117.0867476,11:29am,1d2578462e79f71258c265f077b35fa7,2022-01-13,11:29am,Palomar St./ Trenton Ave.,CVL3413,Welfare Check,cvpd,welfare check,03413,6696.0,2171.0,11.0,2022-01-13
32.6031576,-117.0851599,11:18am,96c2eb0d24fc865e0cce3f2772ba5b2f,2022-01-13,11:18am,1265 Industrial Blvd.,CVL3411,Vehicle Burglary,cvpd,vehicle burglary,03411,6485.0,2111.0,11.0,2022-01-13
32.644779,-117.094849,7:32am,4d269d06100c8aec57af2e340033b26c,2022-01-13,7:32am, Broadway/ D St.,CVL3347,Suspicious Circumstances,cvpd,suspicious circumstances,03347,3935.0,1447.0,17.0,2022-01-13
32.7158779,-117.157046,9:33am,0620c34a187ff1b8a81fb1ed04645083,2022-01-13,9:33am,800 Broadway,CVL3387,Vehicle Fire,cvpd,vehicle fire,03387,3200.0,1122.0,13.0,2022-01-13
32.6443428,-117.0814538,8:05am,1837a26db2aa5e116d3e6b73409c570f,2022-01-13,8:05am,300 E St.,CVL3345,Subject Causing Disturbance,cvpd,subject causing disturbance,03345,2084.0,755.0,9.0,2022-01-13
32.6024763,-117.0828099,3:40pm,6d4f0f8fe8d5dde2d97d9b9579ec5884,2022-01-13,3:40pm,660 Palomar St.,CVL3466,Subject Causing Disturbance,cvpd,subject causing disturbance,03466,7666.0,2545.0,11.0,2022-01-13
32.6481351,-116.9859826,9:53am,20718da16867a01d09fb378b8df61d47,2022-01-13,9:53am,800 Stanford Ave.,CVL3389,Missing Child ,cvpd,missing child,03389,7584.0,2386.0,39.0,2022-01-13
32.6267619,-117.0375496,4:14pm,2a57197a430d82de65457ff6019ec4c3,2022-01-13,4:14pm,1000 Oleander Ave.,CVL3473,Assault,cvpd,assault,03473,3557.0,1092.0,14.0,2022-01-14
32.6051051,-117.0861129,2:28pm,31384568e0a79cb70d8d288d5ef9a02a,2022-01-14,2:28pm,Industrial Blvd./ Ada St.,CVL3708,Subject Causing Disturbance,cvpd,subject causing disturbance,03708,9197.0,3088.0,14.0,2022-01-14
32.6178267,-117.0913551,3:27pm,9290f2ae5d74559fd9bf46e64ef7dc55,2022-01-14,3:27pm,I-5/ L St.,CVL3751,Reckless Driver,cvpd,reckless driver,03751,8859.0,3010.0,24.0,2022-01-14
32.6450972,-117.0811091,1:52pm,be4476e3f8d9eadb3e7a0960cd996dbc,2022-01-14,1:52pm,295 E Street,CVL3701,Robbery Alarm,cvpd,robbery alarm,03701,637.0,258.0,6.0,2022-01-14
32.6239971,-117.0867376,1:10pm,df35488d833e3ae191f09d9ac30f7c49,2022-01-14,1:10pm,700 Broadway,CVL3664,Hit and Run,cvpd,hit and run,03664,,,,
32.6090119,-117.08782,4:17pm,f057d56478f69ed472f1f6d92ce6111e,2022-01-14,4:17pm,1100 Industrial Bl,CVL3736,Weapon Threat,cvpd,weapon threat,03736,7781.0,2677.0,18.0,2022-01-15
32.6310889,-117.0260175,11:45am,88ebc7b9bf032f0babd7ea2d3504d8ea,2022-01-14,11:45am,800 Cedarbend Way,CVL3367,Welfare Check,cvpd,welfare check,03367,2515.0,835.0,4.0,2022-01-14
32.630147,-117.094228,8:09am,ba38d5a77127a5e964eb684076901ec7,2022-01-14,8:09am,745 H St.,CVL3610,Subject Causing Disturbance,cvpd,subject causing disturbance,03610,5471.0,1917.0,11.0,2022-01-14
32.6316925,-117.0891994,12:56pm,17ddb3ee6fea16b0234b9d05d63a81a8,2022-01-14,12:56pm,481 Broadway,CVL3686,Weapon Threat,cvpd,weapon threat,03686,5653.0,2042.0,18.0,2022-01-14
32.6031175,-117.0788158,1:04pm,2aa06cab25c1374d66b913512329bf44,2022-01-15,1:04pm,Palomar St (600 Block),CVL004010,Trespass,cvpd,trespass,04010,8603.0,3051.0,11.0,2022-01-15
32.6486943,-117.0645597,2:42pm,399a7a99769a186c8c92ae7d1ddadfb8,2022-01-15,2:42pm,91 Bonita Road,CV2200626,Fight,cvpd,fight,00626,5601.0,2250.0,27.0,2022-01-15
32.6447184,-117.0766958,3:50pm,c949197b3793d973e31ec5229d4215e1,2022-01-15,3:50pm,Second Ave/Lansley St,N/A - Fire Call,Possible House Fire,cvpd,possible house fire,eCa00,2731.0,1120.0,15.0,2022-01-15
32.6378566,-117.092163,4:30pm,d904d8f6f2a61c3dfa36e84a2646f282,2022-01-16,4:30pm,Broadway (300 Block),CVL004279,Fight,cvpd,fight,04279,5883.0,2324.0,8.0,2022-01-17
32.6329657,-117.0857507,4:03pm,5aac33fef6edccbb89323dc64c0e9102,2022-01-16,4:03pm,Otis St (500 Block),CVL004275,Fire,cvpd,fire,04275,2121.0,830.0,9.0,2022-01-17
32.6122428,-117.0879862,3:45pm,9a7c71e4ee5fdf885386d87031758630,2022-01-16,3:45pm,Moss St (700 Block),CVL004271,Suspicious Circumstance,cvpd,suspicious circumstance,04271,6218.0,2182.0,12.0,2022-01-16
32.6175194,-117.0846165,3:08pm,88207327bbee02b6be1502d29b71074b,2022-01-16,3:08pm,"Broadway (900 Block), Third Ave/Moss St",CVL004261/CVL004267/CVL004265/CVL004266,Hit and Run/415 Traffic/Traffic Hazard/415 Subject,cvpd,hit and run/415 traffic/traffic hazard/415 subject,04266,5445.0,2004.0,7.0,2022-01-16
32.637602,-117.078773,2:12pm,734e3993fda6756226717b8b78fb41d9,2022-01-16,2:12pm,Third Ave (400 Block) and Second Av/H St,CVL004252 and CVL004253,Subject Causing Disturbance/Person Down,cvpd,subject causing disturbance/person down,04253,3219.0,1515.0,9.0,2022-01-16
32.6240745,-117.0587519,1:04pm,994874efce24ecf96ccb250ccd3aed7c,2022-01-16,1:04pm,Agua Tibia Ave (900 Block),CVL004240,Suspicious Peron,cvpd,suspicious peron,04240,1204.0,429.0,2.0,2022-01-16
32.6208259,-117.0264689,1:02pm,633e15f96ac5f6f72c34b1ecdae8654a,2022-01-16,1:02pm,700 Medical Center Ct,CVL004245,Check the Area,cvpd,check the area,04245,3056.0,960.0,5.0,2022-01-16
32.6211667,-117.0401584,1:02pm,367cc1fe0bf391b17fc5bf6d398983dc,2022-01-16,1:02pm,Interstate 805/Bonita Rd,CVL004243,Domestic Violence,cvpd,domestic violence,04243,2618.0,1059.0,18.0,2022-01-16
32.61741648,-117.07165179,12:52pm,66756550835dae3f78f981478e5b1447,2022-01-16,12:52pm,330 Moss St,,,cvpd,,,861.0,326.0,1.0,2022-01-16
32.6099128,-117.0816837,11:17am,e9cf2cfae1873ff9b86ebe30d36cbe19,2022-01-16,11:17am,Broadway (1100 Block),CVL04225,Mental Subject Eval,cvpd,mental subject eval,04225,5221.0,1775.0,9.0,2022-01-16
32.6208259,-117.0264689,10:28am,9e45c359f1ca1c2a7aa8e2c203470758,2022-01-16,10:28am,700 Medical Center Ct,CVL004223,Missing Person,cvpd,missing person,04223,4169.0,1306.0,11.0,2022-01-16
32.6331918,-117.0767683,9:44am,4e1e0b9de9e4a982b8fcac67981880b6,2022-01-16,9:44am,Third Ave/Shasta St,CVL004205,Assault,cvpd,assault,04205,4973.0,2087.0,18.0,2022-01-16
32.6066256,-117.0801893,9:04am,3d478389278d09197c70e90342179916,2022-01-16,9:04am,Broadway (1200 Block),CV2200656,Assault,cvpd,assault,00656,6663.0,2225.0,9.0,2022-01-16
32.6441229,-117.0419609,9:02am,114216f1a47a6402b6821eca83337aaa,2022-01-16,9:02am,Parkside Drive (500 Block),CV220655,Domestic Violence,cvpd,domestic violence,20655,5544.0,2143.0,38.0,2022-01-16
32.6441229,-117.0419609,8:35am,e992b1b491a9f8bcc57f0401ad359d9d,2022-01-16,8:35am,Parkside Drive (500 Block),CV2200655,Domestic Violence,cvpd,domestic violence,00655,6575.0,2239.0,15.0,2022-01-16
32.630112,-117.092491,7:05am,49e0dd2f9bffad3a67557bca8930793a,2022-01-16,7:05am,H St/Oaklawn Ave,CV2200647,Robbery,cvpd,robbery,00647,5912.0,2050.0,15.0,2022-01-16
32.6351236,-117.0169732,11:48am,9718a15a1db3c6c10d4a4a76974bf162,2022-01-16,11:48am,Camino Del Sol (1000 Block),CV2200661,Restraining Order Violation,cvpd,restraining order violation,00661,3904.0,1241.0,10.0,2022-01-16
32.5947691,-117.0690226,10:59am,751bb23fa75535114bda5e1f9c5a67e5,2022-01-17,10:59am,Fourth Ave./ Main St.,CVL4436,Traffic Hazard,cvpd,traffic hazard,04436,9055.0,3382.0,11.0,2022-01-17
32.6210576,-117.0987526,7:22am,976ac9fb2d0c9d0a978939425e977faa,2022-01-17,7:22am,900 Marina Wy.,CVL4415,Subject Causing Disturbance,cvpd,subject causing disturbance,04415,5669.0,1964.0,19.0,2022-01-17
32.6422325,-117.0757777,8:42am,ac765e32ad616bcd35e98621b167e18c,2022-01-17,8:42am,200 F St.,CVL4421,Subject Causing Disturbance,cvpd,subject causing disturbance,04421,1049.0,532.0,7.0,2022-01-17
32.6176806,-117.0822017,8:46am,fcd2edd39cb64ef53f9d61dc76fb156d,2022-01-17,8:46am,L St./ Beech Ave.,CVL4424,Welfare Check,cvpd,welfare check,04424,2722.0,984.0,7.0,2022-01-17
32.63997301,-117.08272068,10:26am,9e13ed5ece6b4a3ae5a4f7fc04f2a2bb,2022-01-17,10:26am,I-5/ SR- 54,CVL4420,Subject with Gun,cvpd,subject with gun,04420,5289.0,1984.0,18.0,2022-01-17
32.6301159,-117.0905325,10:38am,0d1020797a6093a8a54884d7a80861f3,2022-01-17,10:38am,510 Broadway,CVL4439,Unknown Problem,cvpd,unknown problem,04439,3942.0,1369.0,13.0,2022-01-17
32.6343963,-117.0908043,11:37am,2709c36d59e970d55e82501c0fed3a4b,2022-01-17,11:37am,Broadway/ G St.,CVL4444,Subject Causing Disturbance,cvpd,subject causing disturbance,04444,4443.0,1903.0,6.0,2022-01-17
32.63996982,-117.08272773,9:48am,11194655206f5995faf5495b12912d57,2022-01-17,9:48am,I-5/ SR-54,CVL4420,Subject with Gun,cvpd,subject with gun,04420,5999.0,2274.0,21.0,2022-01-17
32.6299344,-116.9776348,1:47pm,403ba73652a56d4c25781c4a35b9ab65,2022-01-17,1:47pm,1300 Nicolette Ave.,CVL4469,Welfare Check,cvpd,welfare check,04469,3491.0,1109.0,24.0,2022-01-17
32.6278784,-117.0512962,3:36pm,c4d2b9be256deac14772e5b3760984bd,2022-01-17,3:36pm,200 Telegraph Canyon Rd.,CVL4496,Suspicious Circumstances,cvpd,suspicious circumstances,04496,3351.0,1065.0,16.0,2022-01-17
32.6301697,-117.0314038,1:39pm,1d00312864c29138d583f89c88917e46,2022-01-17,1:39pm,Paseo Del Rey/ Calma Dr.,CVL4468,Traffic Hazard,cvpd,traffic hazard,04468,3759.0,1185.0,8.0,2022-01-17
32.6601819,-117.0869355,2:31pm,9fe7608b18dc50bec952fbaedd66e977,2022-01-17,2:31pm,1320 E. 30th St.,CVL4485,Fight,cvpd,fight,04485,3435.0,1321.0,14.0,2022-01-17
32.5947133,-117.0536878,4:37pm,7d58a7d307801209762d4ab8d2f9cd35,2022-01-18,4:37pm,Main St./ Mace St.,CVL4803,Collision,cvpd,collision,04803,14686.0,4779.0,31.0,2022-01-19
32.630947,-117.089447,3:38pm,cc363d0fcf81341dc2f6f4761e48de9b,2022-01-18,3:38pm,600 H St.,CVL4787,Subject Causing Disturbance,cvpd,subject causing disturbance,04787,306.0,130.0,1.0,2022-01-18
32.6368282,-117.0874442,2:21pm,e91e22d6d9e5cb23b300716ab4b18328,2022-01-18,2:21pm,00 Fifth Ave.,CVL4772,Welfare Check,cvpd,welfare check,04772,2742.0,1051.0,15.0,2022-01-18
32.647068,-117.086647,1:30pm,5b43e06abfbc56a120a873f20dc5e00c,2022-01-18,1:30pm,Fourth Ave./ D St.,CVL4734,Traffic Hazard,cvpd,traffic hazard,04734,8651.0,3410.0,43.0,2022-01-18
32.6493824,-117.0667893,12:59pm,cf8fa3c50f7afe9992aa157a1054c6a8,2022-01-18,12:59pm,00 E. Flower St.,CVL4723,Suspicious Person,cvpd,suspicious person,04723,5265.0,2117.0,30.0,2022-01-18
32.6132199,-116.9933888,11:42am,3ab6755979ef7a13bc94c0ab77f2a0da,2022-01-18,11:42am,Santa Ivy Ave./ Santa Victoria St.,CVL4721,Suspicious Circumstances,cvpd,suspicious circumstances,04721,2597.0,724.0,25.0,2022-01-18
32.6182223,-117.0800579,10:45am,07b1673653cb8b251de282b61db68d14,2022-01-18,10:45am,900 Fifth Ave.,CVL4996,Welfare Check,cvpd,welfare check,04996,,,,
32.6482364,-117.0585408,1:35pm,6330f444742724ce5e875bbcb532b215,2022-01-18,1:35pm,00 Bonita Rd.,CVL4748,Welfare Check,cvpd,welfare check,04748,,,,
32.5994299,-117.0855127,10:07am,470b2395d216d0d159b47168be71bb43,2022-01-18,10:07am,700 Belvia Ln.,CVL4682,Subject Causing Disturbance,cvpd,subject causing disturbance,04682,8527.0,2761.0,16.0,2022-01-18
32.649013,-117.0829968,9:29am,50888d30a0575b6c270147c7e46f084f,2022-01-18,9:29am,300 Kimball Ter.,CVL4679,Subject Causing Disturbance,cvpd,subject causing disturbance,04679,2773.0,1053.0,8.0,2022-01-18
32.6080588,-117.0925272,8:50am,63b52c2c15a8a5e4ebdbd1ed0c84a019,2022-01-18,8:50am,1100 Bay Blvd.,CVL4667,Welfare Check,cvpd,welfare check,04667,6331.0,2108.0,16.0,2022-01-18
